三月销售汇总表-店铺,三月销售汇总表-分类,三月销售汇总表-货品名称,三月销售汇总表-发货总量,三月销售汇总表-退货总量,三月销售汇总表-实际销售量,三月销售汇总表-发货总金额,三月销售汇总表-货品总成本,三月销售汇总表-货品总利润,三月销售汇总表-退货总金额,三月销售汇总表-退货总成本,三月销售汇总表-实际销售额,三月销售汇总表-实际总成本,三月销售汇总表-实际总利润,三月销售汇总表-赠品数量,快递费总金额
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版5.4,9,3,6,2787,1599,1188,1336,531,1451,1067,384,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版6.3,10,4,6,2990,2150,840,1878,860,1112,1290,(178),0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版7.2,13,1,12,6363,3315,3048,619,255,5744,3060,2684,0.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量36/39,2,0,2,126,12,115,0,0,126,12,115,1.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量4.5/4.8/5.4/5.7,17,4,13,1262,121,1141,210,28,1051,92,959,10.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量6.3,8,2,6,1172,58,1114,185,15,988,44,944,2.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技轻量7.2/8.1,16,3,13,1405,127,1278,0,24,1405,103,1302,10.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技经典4.5,1,0,1,135,2,133,0,0,135,2,133,0.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技经典5.4,1,0,1,156,2,155,0,0,156,2,155,0.0,
巧渔夫户外旗舰店,鱼竿配件,发光尾丝-龙战技经典7.2,2,0,2,216,2,215,0,0,216,2,215,1.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-3.6,1,0,1,3,0,3,0,0,3,0,3,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版2A-3.6,1,0,1,3,0,3,0,0,3,0,3,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-4.5,6,1,5,166,0,166,0,0,166,0,166,1.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版2A-4.5,3,0,3,10,0,10,0,0,10,0,10,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-5.4,7,0,7,210,0,210,0,0,210,0,210,1.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版2A-5.4,4,0,4,25,0,25,0,0,25,0,25,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版4A-5.4,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-6.3/8.1,17,2,15,2638,0,2638,185,0,2453,0,2453,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版6A-7.2/8.1,2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫户外旗舰店,线上手把,手把-龙战技经典版7.2,1,0,1,180,100,80,0,0,180,100,80,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技经典版1A-3.6/4.5,1,0,1,135,0,135,0,0,135,0,135,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技经典版1A-5.4/8.1,3,0,3,388,0,388,0,0,388,0,388,0.0,
巧渔夫户外旗舰店,钩,竞技偷驴钩号9#线号0.4/0.6,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫户外旗舰店,钩,竞技偷驴钩号9#线号0.6/0.8,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫户外旗舰店,钩,竞技偷驴钩号10#线号1.0/1.2,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫户外旗舰店,钩,正钓小炮钩号6#线号0.6/0.8,1,0,1,0,19,(19),0,0,0,19,(19),1.0,
巧渔夫户外旗舰店,钩,飞磕大炮钩号7#线号0.8/1.0,1,0,1,0,18,(18),0,0,0,18,(18),1.0,
巧渔夫户外旗舰店,无,帽子-第九款浅灰迷彩F,3,1,2,0,60,(60),0,20,0,40,(40),3.0,
巧渔夫户外旗舰店,线下配节,魁战粹 全能5.4/8.1-1A,2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫户外旗舰店,线下鱼竿,魁战粹全能7.2,1,0,1,689,235,454,0,0,689,235,454,0.0,
巧渔夫户外旗舰店,线下配节,魁战悍5.5H 3.6/4.5-2A,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫户外旗舰店,线下配节,魁战悍5.5H 3.6/4.5-1A,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫户外旗舰店,无,帽子-第九款深灰迷彩F,5,1,4,0,100,(100),0,20,0,80,(80),5.0,
巧渔夫户外旗舰店,装备,新款缠把带1.5M（绿）,37,6,31,0,184,(184),0,29,0,155,(155),37.0,
巧渔夫户外旗舰店,装备,新款缠把带2.0M（绿）,22,2,20,0,130,(130),0,12,0,118,(118),22.0,
巧渔夫户外旗舰店,装备,新款缠把带1.5M（粉）,2,0,2,0,10,(10),0,0,0,10,(10),2.0,
巧渔夫户外旗舰店,装备,新款缠把带2.0M（粉）,10,2,8,0,59,(59),0,12,0,47,(47),10.0,
巧渔夫户外旗舰店,装备,新款缠把带1.5M（橙）,21,4,17,0,103,(103),0,20,0,83,(83),21.0,
巧渔夫户外旗舰店,装备,新款缠把带2.0M（橙）,2,1,1,67,12,55,0,6,67,6,61,1.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H3.6m,2,2,0,700,270,430,700,270,0,0,0,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H3.9m,1,1,0,409,145,264,349,146,60,(1),61,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H4.5m,2,0,2,921,330,591,0,0,921,330,591,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H5.4m,1,0,1,539,185,354,0,0,539,185,354,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H5.7m,1,0,1,591,185,406,0,0,591,185,406,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H6.3m,0,1,(1),0,0,0,529,215,(529),(215),(314),0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H3.6m,2,1,1,748,270,478,369,135,379,135,244,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H3.9m,1,0,1,390,145,245,0,0,390,145,245,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H4.5m,3,0,3,1304,525,779,0,0,1304,525,779,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H5.4m,2,0,2,1118,370,748,0,0,1118,370,748,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H6.3m,1,1,0,596,220,376,596,220,0,0,0,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍5.5H-1A-36/45,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍5.5H-2A-36/45,1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍5.5H-1A-39,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍5.5H-1A-48/57,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍5.5H-2A-63/72,1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战悍6.5H-1A-36/45,1,0,1,30,0,30,0,0,30,0,30,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版3.9,1,0,1,126,126,(0),0,0,126,126,(0),0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版4.8,2,0,2,540,340,200,0,0,540,340,200,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版5.7,5,1,4,1399,1000,399,210,200,1189,800,389,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H2.7m,3,0,3,807,270,537,0,0,807,270,537,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H3.0m,2,0,2,555,190,365,0,0,555,190,365,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍6.5H3.3m,1,0,1,318,100,218,0,0,318,100,218,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍5.5H8.1m,1,0,1,694,303,391,0,0,694,303,391,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技全能8.1m（灰）,1,0,1,788,287,501,0,0,788,287,501,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技·鲫300,1,0,1,214,95,119,0,0,214,95,119,0.0,
巧渔夫户外旗舰店,线上鱼竿,惊岸抄网210,1,1,0,86,51,35,86,51,0,0,0,0.0,
巧渔夫户外旗舰店,线,新款龙战线组3.6*1.2#,2,0,2,14,5,9,0,0,14,5,9,0.0,
巧渔夫户外旗舰店,线,新款龙战线组3.6*1.5#,1,0,1,0,3,(3),0,0,0,3,(3),1.0,
巧渔夫户外旗舰店,线,新款龙战线组3.6*2.0#,1,0,1,0,3,(3),0,0,0,3,(3),1.0,
巧渔夫户外旗舰店,线,新款龙战线组4.5*1.0#,2,0,2,0,5,(5),0,0,0,5,(5),2.0,
巧渔夫户外旗舰店,线,新款龙战线组4.8*3.0#,2,0,2,0,5,(5),0,0,0,5,(5),2.0,
巧渔夫户外旗舰店,线,新款龙战线组5.4*1.2#,1,0,1,10,2,7,0,0,10,2,7,0.0,
巧渔夫户外旗舰店,线,新款龙战线组5.4*2.0#,8,0,8,27,17,9,0,0,27,17,9,4.0,
巧渔夫户外旗舰店,线,新款龙战线组5.7*1.5#,2,0,2,14,5,10,0,0,14,5,10,0.0,
巧渔夫户外旗舰店,线,新款龙战线组5.7*2.5#,4,1,3,0,9,(9),0,2,0,7,(7),4.0,
巧渔夫户外旗舰店,线,新款龙战线组5.7*3.0#,2,0,2,13,5,9,0,0,13,5,9,0.0,
巧渔夫户外旗舰店,线,新款龙战线组6.3*3.0#,2,0,2,0,5,(5),0,0,0,5,(5),2.0,
巧渔夫户外旗舰店,线,新款龙战线组7.2*3.0#,2,2,0,0,5,(5),0,5,0,0,0,2.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-3.9/4.8,2,0,2,257,0,257,0,0,257,0,257,0.0,
巧渔夫户外旗舰店,线上配节,配节-龙战技轻量版1A-5.7,5,1,4,820,0,820,210,0,610,0,610,0.0,
巧渔夫户外旗舰店,装备,点磁盘（蒂芙尼蓝色）,1,0,1,19,17,3,0,0,19,17,3,0.0,
巧渔夫户外旗舰店,装备,高档缠把带1.5m黑色,9,1,8,0,77,(77),0,9,0,68,(68),9.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍8.5H3.6m,1,0,1,374,155,219,0,0,374,155,219,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍8.5H2.7m,1,0,1,259,100,159,0,0,259,100,159,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战悍8.5H3.0m,1,0,1,298,125,173,0,0,298,125,173,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技全能4.5m（灰）,1,0,1,399,155,244,0,0,399,155,244,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙图抄网210,18,1,17,0,768,(768),0,43,0,725,(725),18.0,
巧渔夫户外旗舰店,装备,支架头（龙图）,1,0,1,20,4,16,0,0,20,4,16,0.0,
巧渔夫户外旗舰店,线上鱼竿,龙战技轻量版8.1,3,2,1,1719,885,834,1449,590,270,295,(25),0.0,
巧渔夫户外旗舰店,装备,签名帽子（深灰）,1,0,1,0,0,0,0,0,0,0,0,1.0,
巧渔夫旗舰店,线下鱼竿,魁战悍9H ㈨300,1,0,1,75,165,(90),0,0,75,165,(90),0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍9H ㈨390,1,0,1,688,240,448,0,0,688,240,448,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍9H ㈨450,1,0,1,878,270,608,0,0,878,270,608,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍12H №⒓【3.0m】,2,0,2,1256,330,926,0,0,1256,330,926,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍12H №⒓【3.3m】,1,1,0,617,180,437,617,180,0,0,0,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍12H №⒓【3.6m】,2,0,2,1497,400,1097,0,0,1497,400,1097,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍12H №⒓【3.9m】,2,0,2,1629,460,1169,0,0,1629,460,1169,0.0,
巧渔夫旗舰店,无,运费1元,4,0,4,239,0,239,0,0,239,0,239,2.0,
巧渔夫旗舰店,无,运费10元,38,0,38,0,0,0,0,0,0,0,0,38.0,
巧渔夫旗舰店,无,运费15元,25,0,25,40,0,40,0,0,40,0,40,24.0,
巧渔夫旗舰店,无,杆袋型号备注,7,0,7,58,0,57,0,0,58,0,57,4.0,
巧渔夫旗舰店,无,补发配件,6,0,6,25,0,25,0,0,25,0,25,3.0,
巧渔夫旗舰店,无,配节型号备注,93,0,93,1726,0,1726,0,0,1726,0,1726,2.0,
巧渔夫旗舰店,无,前堵型号备注,20,0,20,127,2,125,0,0,127,2,125,11.0,
巧渔夫旗舰店,无,前堵和尾丝型号备注,2,0,2,30,0,30,0,0,30,0,30,1.0,
巧渔夫旗舰店,无,尾丝型号备注,20,1,19,344,2,342,25,0,319,1,317,4.0,
巧渔夫旗舰店,无,运费20元,448,0,448,1050,0,1050,0,0,1050,0,1050,436.0,
巧渔夫旗舰店,线下鱼竿,魁战悍10H〖１０〗300,3,0,3,1547,495,1052,0,0,1547,495,1052,0.0,
巧渔夫旗舰店,线下鱼竿,魁战悍10H〖１０〗390,1,0,1,838,240,598,0,0,838,240,598,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽（轻奢）3.6米,3,0,3,1762,465,1297,0,0,1762,465,1297,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽（轻奢）3.9米,1,0,1,655,170,485,0,0,655,170,485,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽（轻奢）4.8米,1,0,1,822,210,612,0,0,822,210,612,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽（轻奢）6.3米,1,0,1,1180,270,910,0,0,1180,270,910,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽〈铂金版〉【5.4】,2,1,1,2032,490,1542,952,245,1080,245,835,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽〈铂金版〉【7.2】,1,0,1,1348,325,1023,0,0,1348,325,1023,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战尊竞技版4.5,1,0,1,96,286,(190),0,0,96,286,(190),0.0,
巧渔夫旗舰店,装备,小竿包白色,185,0,185,0,5514,(5514),0,0,0,5514,(5514),1.0,
巧渔夫旗舰店,线下鱼竿,魁战悍15H3.3,2,0,2,1364,390,974,0,0,1364,390,974,0.0,
巧渔夫旗舰店,线下鱼竿,羽战尊【羽】经典5.4,1,0,1,1999,358,1642,0,0,1999,358,1642,0.0,
巧渔夫旗舰店,线下鱼竿,羽战悍·羽五450,1,0,1,1299,260,1039,0,0,1299,260,1039,0.0,
巧渔夫旗舰店,线下鱼竿,羽战悍·羽六4.5,1,0,1,1399,281,1119,0,0,1399,281,1119,0.0,
巧渔夫旗舰店,线下鱼竿,龙战江湖X  3.57.2,1,1,0,997,297,700,997,297,0,0,0,0.0,
巧渔夫旗舰店,线下鱼竿,龙战江湖X  3.59.0,1,0,1,98,407,(310),0,0,98,407,(310),0.0,
巧渔夫旗舰店,装备,毛巾-登山扣30*30,3,0,3,0,4,(4),0,0,0,4,(4),3.0,
巧渔夫旗舰店,线下鱼竿,新-龙战江湖X5「⑤」720,1,0,1,1080,295,785,0,0,1080,295,785,0.0,
巧渔夫旗舰店,线下鱼竿,龙战江湖X7 〖Ⅲ代〗720,1,0,1,1180,315,865,0,0,1180,315,865,0.0,
巧渔夫旗舰店,线下鱼竿,羽战悍·羽六3.9,1,0,1,1299,253,1046,0,0,1299,253,1046,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代390,1,0,1,619,191,428,0,0,619,191,428,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代450,4,1,3,1914,924,990,627,231,1287,693,594,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代540,2,0,2,1918,480,1438,0,0,1918,480,1438,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·轻量·尊享版/叁代叁代720,0,1,(1),0,0,0,1169,340,(1169),(340),(829),0.0,
巧渔夫旗舰店,线下鱼竿,羽战尊【羽】经典3.9,1,0,1,1599,0,1599,0,0,1599,0,1599,0.0,
巧渔夫旗舰店,线下鱼竿,【帝】帝战羽〈铂金版〉【8.1】,1,1,0,1555,365,1190,1555,365,0,0,0,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·铂金叁代（轻量）450,2,0,2,1524,338,1186,0,0,1524,338,1186,0.0,
巧渔夫旗舰店,线下鱼竿,魁战羽·铂金叁代（轻量）720,1,2,(1),0,391,(391),2588,781,(2588),(391),(2198),1.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【3.6m】,3,1,2,1203,480,723,401,160,802,320,482,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【3.9m】,6,2,4,2864,1050,1814,903,350,1961,700,1261,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【4.5m】,4,1,3,2278,760,1518,509,190,1769,570,1199,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【4.8m】,2,1,1,1068,414,654,524,207,544,207,337,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【5.4m】,1,1,0,566,235,331,566,235,0,0,0,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【5.7m】,2,1,1,1454,511,943,623,256,831,256,575,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【6.3m】,3,1,2,2281,825,1456,691,275,1590,550,1040,0.0,
巧渔夫旗舰店,线上鱼竿,新轻硬峰【7.2m】,4,2,2,2265,1261,1004,1789,630,476,630,(154),0.0,
巧渔夫旗舰店,装备,新款碳素网头40#,11,1,10,1125,580,545,119,53,1006,527,479,1.0,
巧渔夫旗舰店,装备,方形小鱼护25*2.0m,28,0,28,0,1400,(1400),0,0,0,1400,(1400),21.0,
巧渔夫旗舰店,装备,新款铝合金网头40#,16,1,15,727,448,279,79,28,648,420,228,6.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖【典藏】360,4,0,4,756,520,236,0,0,756,520,236,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）3.6,41,0,41,394,5330,(4936),0,0,394,5330,(4936),0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）4.5,18,0,18,4454,2880,1574,0,0,4454,2880,1574,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）4.8,5,0,5,1320,856,464,0,0,1320,856,464,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）5.4,13,1,12,3757,2470,1287,289,190,3468,2280,1188,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）5.7,2,0,2,630,410,220,0,0,630,410,220,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）6.3,7,2,5,2380,1542,838,680,441,1700,1101,599,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）7.2,14,5,9,5124,3570,1554,1830,1275,3294,2295,999,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖（尊享版）8.1,5,0,5,1955,1500,455,0,0,1955,1500,455,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版360,2,0,2,418,230,188,0,0,418,230,188,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版450,8,1,7,1976,1080,896,247,135,1729,945,784,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版480,1,0,1,269,150,119,0,0,269,150,119,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版540,8,1,7,2232,1322,910,279,165,1953,1157,796,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版570,1,0,1,299,178,121,0,0,299,178,121,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版720,8,3,5,2702,1680,1022,1012,630,1690,1050,640,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版810,4,1,3,1556,960,596,389,240,1167,720,447,0.0,
巧渔夫旗舰店,线上鱼竿,龙战江湖 大物版900,4,1,3,1636,1085,551,409,271,1227,813,414,0.0,
巧渔夫旗舰店,线上鱼竿,巧渔鲫珍珠白3.6米,5,0,5,2004,715,1289,0,0,2004,715,1289,0.0,
巧渔夫旗舰店,线上鱼竿,巧渔鲫珍珠白3.9米,6,0,6,1774,948,826,0,0,1774,948,826,0.0,
巧渔夫旗舰店,线上鱼竿,巧渔鲫珍珠白4.8米,10,4,6,5171,1880,3291,2031,752,3140,1128,2012,0.0,
巧渔夫旗舰店,线上鱼竿,巧渔鲫珍珠白5.4米,7,5,2,4180,1429,2751,3098,1021,1082,408,674,0.0,
巧渔夫旗舰店,装备,利兴巨物抄网【巨物抄网】,1,0,1,0,107,(107),0,0,0,107,(107),0.0,
巧渔夫旗舰店,装备,小竿包黑色,394,19,375,1268,12213,(10945),105,589,1164,11624,(10461),112.0,
巧渔夫旗舰店,装备,小竿包蓝色,422,23,399,1483,12423,(10941),257,677,1225,11746,(10521),388.0,
巧渔夫旗舰店,鱼漂,帝战浮漂N01-1【吃铅量约0.8克】,1,0,1,0,13,(13),0,0,0,13,(13),1.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H3.6,4,1,3,831,520,311,208,130,623,390,233,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H6.3,6,2,4,2045,1320,725,682,440,1363,880,483,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H7.2,5,3,2,1909,1275,634,1145,765,764,510,254,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H8.1,2,0,2,849,600,249,0,0,849,600,249,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技6H4.8m,3,1,2,818,435,383,273,145,546,290,256,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技6H5.4m,1,0,1,63,160,(98),0,0,63,160,(98),0.0,
巧渔夫旗舰店,线上鱼竿,龙战技6H5.7m,5,3,2,1619,860,759,971,516,648,344,304,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技6H6.3m,4,2,2,1397,740,657,782,370,615,370,245,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技6H7.2m,4,2,2,1561,820,741,781,410,781,410,371,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H4.8,10,1,9,2643,1750,893,264,175,2379,1575,804,0.0,
巧渔夫旗舰店,线上鱼竿,龙战技5H5.7,2,0,2,631,410,221,0,0,631,410,221,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍6H尊享360,7,0,7,1737,945,792,0,0,1737,945,792,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍6H尊享630,7,2,5,2738,1785,953,782,510,1956,1275,681,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍6H尊享390,9,0,9,2553,1395,1158,0,0,2553,1395,1158,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍6H尊享480,10,1,9,3237,1948,1288,325,195,2912,1754,1158,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍6H尊享570,3,0,3,1127,705,422,0,0,1127,705,422,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸3.6米,3,1,2,719,360,359,240,120,479,240,239,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸4.5米,6,2,4,1744,900,844,581,300,1163,600,563,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸5.4米,3,1,2,1025,570,455,342,190,683,380,303,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸6.3米,3,0,3,1148,690,458,0,0,1148,690,458,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸7.2米,5,1,4,2168,1300,868,434,260,1735,1040,695,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸3.9米,7,0,7,1856,945,911,0,0,1856,945,911,0.0,
巧渔夫旗舰店,线上鱼竿,（新）龙战悍5H尊享/⑸4.8米,1,0,1,316,170,146,0,0,316,170,146,0.0,
巧渔夫旗舰店,线上手把,手把-巧渔鲫珍珠白3.9米,1,0,1,75,70,5,0,0,75,70,5,0.0,
巧渔夫旗舰店,线上手把,手把-巧渔鲫珍珠白4.5米,2,0,2,248,140,108,0,0,248,140,108,0.0,
巧渔夫旗舰店,线上手把,手把-龙战技6H5.4m,1,0,1,165,80,85,0,0,165,80,85,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰1A(45),2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰2A(45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰1A(54/63),4,0,4,45,0,45,0,0,45,0,45,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰2A(54/63),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰3A(54/63),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰4A(54/63),2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰1A(57),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰1A(72),2,0,2,40,0,40,0,0,40,0,40,1.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰2A(72),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-新轻硬峰3A(72),1,0,1,8,0,8,0,0,8,0,8,0.0,
巧渔夫旗舰店,线上配节,配节-龙战极（尊享版）2A(36/45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战极（尊享版）1A(54/63/72),2,0,2,15,0,15,0,0,15,0,15,1.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖（典藏）1A(36/45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖（典藏）2A(36/45),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖（典藏）1A(54/63/72),2,0,2,23,0,23,0,0,23,0,23,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖（典藏）2A(54/63/72),1,0,1,15,0,15,0,0,15,0,15,0.0,
巧渔夫旗舰店,线上配节,配节-龙战江湖（典藏）3A(54/63/72),2,0,2,30,0,30,0,0,30,0,30,0.0,
巧渔夫旗舰店,线上配节,配节-巧渔鲫珍珠白1A(36),1,0,1,0,0,0,0,0,0,0,0,0.0,
巧渔夫旗舰店,线上配节,配节-巧渔鲫珍珠白1A(39),5,0,5,25,0,25,0,0,25,0,25,1.0,
巧渔夫旗舰店,线上配节,配节-巧渔鲫珍珠白2A(39),3,0,3,18,0,18,0,0,18,0,18,0.0,
