博物馆,层次,年参观人次 （万 ）,珍贵文物（套/件 ）,藏品      （套/件 ）,省份,类型
广灵平舒民俗博物馆,非国有博物馆,0,0,2000,山西省,文化类
武乡县八路军总部王家峪旧址纪念馆,文物系统国有博物馆,6,58,305,山西省,历史类
宁武冰洞地质博物馆,其他行业国有博物馆,0,0,240,山西省,科技类
山西恒青书画艺术博物馆,非国有博物馆,2,0,400,山西省,艺术类
太原解放纪念馆,其他行业国有博物馆,6,0,84,山西省,历史类
博山陈仕红木博物馆,非国有博物馆,1,0,530,山东省,文化类
苍南县揽月轩博物馆,非国有博物馆,1,0,300,浙江省,文化类
临汾臻美刺绣艺术博物馆,非国有博物馆,0,0,310,山西省,艺术类
高君宇故居纪念馆,文物系统国有博物馆,10,0,312,山西省,历史类
长治通顺和广播文化博物馆,非国有博物馆,0,0,1431,山西省,文化类
苍南县天韵奇石博物馆,非国有博物馆,5,0,2034,浙江省,文化类
左权县东方酒器博物馆,非国有博物馆,1,0,2945,山西省,行业类
武乡县八路军总部砖壁旧址纪念馆,文物系统国有博物馆,2,52,166,山西省,历史类
山西省永乐宫壁画艺术博物馆,文物系统国有博物馆,11,383,1914,山西省,艺术类
西河头地道战纪念馆,文物系统国有博物馆,0,0,112,山西省,历史类
左权县苗世明藏报博物馆,非国有博物馆,3,0,510,山西省,行业类
辽金元民族融合博物馆（大同市博物馆分馆）,文物系统国有博物馆,3,42,257,山西省,文化类
山西古建筑博物馆,文物系统国有博物馆,2,63,502,山西省,文化类
册亨县布依族博物馆,文物系统国有博物馆,12,17,2617,贵州省,文化类
岑巩县思州石砚博物馆,文物系统国有博物馆,1,0,169,贵州省,文化类
昌吉恐龙馆,其他行业国有博物馆,0,0,190,新疆维吾尔自治区,科技类
昌列博物馆,非国有博物馆,0,0,2000,四川省,文化类
榆社县化石博物馆,文物系统国有博物馆,4,275,2574,山西省,科技类
山西流金岁月传媒博物馆,非国有博物馆,0,0,330,山西省,行业类
红军东征纪念馆,文物系统国有博物馆,11,34,281,山西省,历史类
常德沅州石雕博物馆,非国有博物馆,1,0,1465,湖南省,艺术类
山西吕梁山革命博物馆,非国有博物馆,10,0,10017,山西省,历史类
常宁市水口山工人运动陈列馆,文物系统国有博物馆,0,120,886,湖南省,历史类
孝义市清玉戏曲艺术博物馆,其他行业国有博物馆,1,0,10000,山西省,艺术类
魏碑书法家张霭堂故居纪念馆（大同市博物馆分馆）,文物系统国有博物馆,0,0,165,山西省,艺术类
常熟碑刻博物馆,文物系统国有博物馆,34,41,655,江苏省,艺术类
刘胡兰纪念馆,其他行业国有博物馆,29,0,285,山西省,历史类
常州白氏留青竹刻博物馆,非国有博物馆,0,0,303,江苏省,艺术类
徐向前元帅纪念馆,文物系统国有博物馆,40,0,298,山西省,历史类
常州市戈小兴中外烟标烟具博物馆,非国有博物馆,6,0,2259,江苏省,文化类
山西当代赏石艺术博物馆,非国有博物馆,2,0,600,山西省,艺术类
山西地质博物馆,其他行业国有博物馆,52,0,51436,山西省,科技类
山西省体育博物馆,其他行业国有博物馆,1,0,589,山西省,行业类
忻州紫庐茶具博物馆,非国有博物馆,4,0,309,山西省,文化类
常州市龙城梳篦博物馆,非国有博物馆,1,0,697,江苏省,文化类
曲沃县晋唐青铜文化博物馆,非国有博物馆,9,0,670,山西省,文化类
彭真生平暨中共太原支部旧址纪念馆,其他行业国有博物馆,15,0,12000,山西省,历史类
大同市德聚老酒博物馆,非国有博物馆,1,0,317,山西省,行业类
山西振兴晋商文化博物馆,非国有博物馆,0,0,7249,山西省,文化类
山西云杉西口文化博物馆,非国有博物馆,6,0,439,山西省,文化类
大同古城地质博物馆,非国有博物馆,0,0,494,山西省,科技类
广灵剪纸艺术博物馆,非国有博物馆,13,0,16216,山西省,艺术类
太原市东运艺术博物馆,非国有博物馆,0,0,300,山西省,艺术类
山西澄观佛教艺术博物馆,非国有博物馆,0,0,304,山西省,艺术类
山西国民师范旧址革命活动纪念馆,文物系统国有博物馆,5,53,825,山西省,历史类
太原市公园服务中心园林园艺展览馆,其他行业国有博物馆,5,0,12,山西省,艺术类
常州市武进区徐氏竹木刻博物馆,非国有博物馆,0,0,300,江苏省,艺术类
山西新晋商酒庄储酒文化博物馆,非国有博物馆,1,0,300,山西省,文化类
长治市上党区戏曲博物馆,非国有博物馆,4,0,600,山西省,艺术类
山西面食文化博物馆,非国有博物馆,1,0,300,山西省,文化类
和顺县八路军石拐会议纪念馆,文物系统国有博物馆,1,0,78,山西省,历史类
汾酒博物馆,其他行业国有博物馆,0,0,1350,山西省,行业类
中国煤炭博物馆,其他行业国有博物馆,8,0,32219,山西省,行业类
平型关大捷纪念馆,文物系统国有博物馆,7,46,310,山西省,历史类
武则天纪念馆,文物系统国有博物馆,1,3,65,山西省,历史类
吕梁市葫芦文化博物馆,非国有博物馆,1,0,330,山西省,文化类
山西臻窖酒文化博物馆,非国有博物馆,0,0,500,山西省,文化类
山西晋之源壁画艺术博物馆,非国有博物馆,0,0,430,山西省,艺术类
吕梁市晋绥边区革命纪念馆,文物系统国有博物馆,19,119,4119,山西省,历史类
常州市武进区阳湖宝源博物馆,非国有博物馆,2,0,308,江苏省,文化类
朝阳山抗联博物馆,文物系统国有博物馆,0,0,未知,黑龙江省,历史类
潮州市潮安区大吴泥塑博物馆,非国有博物馆,3,0,475,广东省,艺术类
孝义市杏野砂器民俗博物馆,非国有博物馆,1,0,308,山西省,文化类
长治市潞州区老顶山古今农具文物博物馆,非国有博物馆,1,0,556,山西省,行业类
山西晋文化艺术博物馆,非国有博物馆,0,0,320,山西省,文化类
吕梁市离石区高家沟高级军事会议博物馆,文物系统国有博物馆,2,0,158,山西省,历史类
永济市五老峰民俗博物馆,非国有博物馆,3,0,568,山西省,文化类
昔阳宋金文化博物馆,文物系统国有博物馆,5,0,未知,山西省,文化类
河东盐业博物馆,其他行业国有博物馆,0,0,9,山西省,行业类
潮州市辜柳希木雕博物馆,非国有博物馆,0,0,381,广东省,艺术类
沈阳工业博物馆,文物系统国有博物馆,17,154,13126,辽宁省,行业类
梁思成纪念馆（大同市博物馆分馆）,文物系统国有博物馆,1,0,66,山西省,历史类
垣曲县革命老区纪念馆,非国有博物馆,8,0,1500,山西省,历史类
沈阳古旧钟表博物馆,非国有博物馆,4,0,5500,辽宁省,文化类
祁县晋商文化博物馆,文物系统国有博物馆,0,14,2017,山西省,文化类
八路军太行纪念馆,文物系统国有博物馆,6,488,8201,山西省,历史类
沈阳故宫博物院,文物系统国有博物馆,73,39349,109191,辽宁省,历史类
临汾自然博物馆,非国有博物馆,1,0,3000,山西省,科技类
祁县乔家大院民俗博物馆,文物系统国有博物馆,26,370,6359,山西省,文化类
满洲里市俄罗斯艺术博物馆,非国有博物馆,0,0,693,内蒙古自治区,艺术类
察哈尔右翼后旗察哈尔文化博物馆,文物系统国有博物馆,0,0,649,内蒙古自治区,文化类
沈阳赵琛广告博物馆,非国有博物馆,0,24,311,辽宁省,行业类
扎兰屯市达斡尔民俗博物馆,文物系统国有博物馆,0,0,108,内蒙古自治区,文化类
科尔沁左翼中旗哈民遗址博物馆,文物系统国有博物馆,1,0,357,内蒙古自治区,历史类
内蒙古佛教文化博物馆,文物系统国有博物馆,2,0,28,内蒙古自治区,文化类
成都保前明清家具博物馆,非国有博物馆,0,0,512,四川省,文化类
内蒙古国际蒙医蒙药博物馆,非国有博物馆,4,0,8041,内蒙古自治区,行业类
内蒙古自治区将军衙署博物院,文物系统国有博物馆,8,96,115191,内蒙古自治区,历史类
西拉沐沦民俗博物馆,非国有博物馆,0,0,2000,内蒙古自治区,文化类
成都标榜川西古典家具博物馆,非国有博物馆,3,0,3240,四川省,行业类
斯琴塔娜艺术博物馆,非国有博物馆,1,0,32620,内蒙古自治区,艺术类
成都标榜古今发艺博物馆,非国有博物馆,8,0,616,四川省,文化类
成都标榜民间传统养生技艺博物馆,非国有博物馆,8,0,1159,四川省,文化类
集宁战役纪念馆,其他行业国有博物馆,13,0,1200,内蒙古自治区,历史类
鄂尔多斯市恩格贝沙漠科学馆（内蒙古恩格贝沙漠博物馆）,其他行业国有博物馆,1,0,12000,内蒙古自治区,科技类
鄂伦春民族博物馆,文物系统国有博物馆,3,179,1577,内蒙古自治区,文化类
镶黄旗蒙古马文化博物馆,文物系统国有博物馆,0,0,426,内蒙古自治区,文化类
兴安盟农村第一党支部纪念馆,文物系统国有博物馆,2,0,59,内蒙古自治区,历史类
扎兰屯市楠木鄂伦春民俗博物馆,文物系统国有博物馆,0,22,225,内蒙古自治区,文化类
内蒙古自然博物馆,其他行业国有博物馆,27,0,38994,内蒙古自治区,科技类
成都标榜女红工艺博物馆,非国有博物馆,8,0,350,四川省,文化类
内蒙古草原游牧文化博物馆,非国有博物馆,0,0,415,内蒙古自治区,文化类
额尔古纳民族博物馆（内蒙古俄罗斯民族博物馆）,文物系统国有博物馆,2,42,5307,内蒙古自治区,文化类
恩和俄罗斯民族博物馆,文物系统国有博物馆,2,0,423,内蒙古自治区,文化类
内蒙古民族解放纪念馆,文物系统国有博物馆,12,0,1391,内蒙古自治区,历史类
内蒙古民族商贸文化博物馆,非国有博物馆,0,0,11622,内蒙古自治区,文化类
伊利草原乳文化博物馆,其他行业国有博物馆,0,0,295,内蒙古自治区,行业类
成都诚林金丝楠乌木博物馆,非国有博物馆,0,0,420,四川省,文化类
黄河水利文化博物馆,其他行业国有博物馆,3,0,2189,内蒙古自治区,行业类
成都川菜博物馆,非国有博物馆,17,0,6721,四川省,行业类
牙克石中东铁路遗址博物馆,文物系统国有博物馆,5,0,2000,内蒙古自治区,历史类
成都大华玉器博物馆,非国有博物馆,5,0,215,四川省,文化类
音河达斡尔鄂温克民俗博物馆,文物系统国有博物馆,0,0,322,内蒙古自治区,文化类
成都大熊猫博物馆,其他行业国有博物馆,17,0,1025,四川省,文化类
成都杜甫草堂博物馆,文物系统国有博物馆,66,1281,27935,四川省,文化类
成都华希昆虫博物馆,非国有博物馆,50,2365,1042189,四川省,科技类
成都理工大学博物馆,其他行业国有博物馆,4,0,15680,四川省,科技类
成都立巢航空博物馆,非国有博物馆,2,0,788,四川省,行业类
马文化博物馆,非国有博物馆,0,0,2000,内蒙古自治区,文化类
内蒙古古陶瓷博物馆,非国有博物馆,0,0,432,内蒙古自治区,行业类
内蒙古马头琴艺术博物馆,非国有博物馆,1,0,588,内蒙古自治区,艺术类
内蒙古百世珍一红木艺术博物馆,非国有博物馆,0,0,6008,内蒙古自治区,艺术类
鄂托克旗综合地质博物馆,其他行业国有博物馆,7,0,2500,内蒙古自治区,科技类
鄂尔多斯市雍贵艺术博物馆,非国有博物馆,1,0,672,内蒙古自治区,艺术类
呼和浩特市多松年烈士纪念馆,文物系统国有博物馆,5,0,54,内蒙古自治区,历史类
成都龙海青铜镜博物馆,非国有博物馆,1,0,300,四川省,文化类
呼和浩特市青铜器艺术博物馆,非国有博物馆,1,0,300,内蒙古自治区,艺术类
鄂尔多斯市日兴红色文化博物馆,非国有博物馆,1,0,5000,内蒙古自治区,文化类
凉城县贺龙革命活动纪念馆,文物系统国有博物馆,5,1,88,内蒙古自治区,历史类
成都三和老爷车博物馆,非国有博物馆,4,0,1069,四川省,文化类
乌兰夫纪念馆,其他行业国有博物馆,11,69,3200,内蒙古自治区,历史类
锡林郭勒盟文化遗产博物馆,文物系统国有博物馆,0,37,766,内蒙古自治区,文化类
奈曼旗王府博物馆,文物系统国有博物馆,6,66,4850,内蒙古自治区,历史类
伊金霍洛旗郡王府博物馆,文物系统国有博物馆,1,0,291,内蒙古自治区,历史类
成都市九百村奇石根雕博物馆,非国有博物馆,0,61,19620,四川省,艺术类
内蒙古草原文化博物馆,非国有博物馆,0,0,512,内蒙古自治区,文化类
成都市龙泉驿区艺大木质乐器博物馆,非国有博物馆,0,0,700,四川省,行业类
阿拉善王府博物馆,文物系统国有博物馆,2,0,1511,内蒙古自治区,历史类
鄂尔多斯农耕游牧文化博物馆,非国有博物馆,0,0,402,内蒙古自治区,文化类
锡林郭勒盟红色旅游纪念馆,文物系统国有博物馆,0,0,41,内蒙古自治区,历史类
科尔沁右翼前旗札萨克图民俗馆,文物系统国有博物馆,0,0,200,内蒙古自治区,文化类
新巴尔虎左旗博物馆（诺门罕战役遗址陈列馆）,文物系统国有博物馆,1,45,1630,内蒙古自治区,历史类
成都市龙泉驿区艺匠古籍文献修复技艺博物馆,非国有博物馆,6,0,552,四川省,文化类
扎赉特旗绰尔河农耕博物馆,文物系统国有博物馆,2,0,2008,内蒙古自治区,行业类
内蒙古赵大剪乡村记事剪纸艺术博物馆,非国有博物馆,0,0,300,内蒙古自治区,艺术类
敖鲁古雅鄂温克族驯鹿文化博物馆,文物系统国有博物馆,3,31,226,内蒙古自治区,文化类
黄河三盛公水文化博物馆,其他行业国有博物馆,1,0,170,内蒙古自治区,文化类
鄂尔多斯市广稷农耕博物馆,其他行业国有博物馆,0,0,400,内蒙古自治区,行业类
成吉思汗博物馆,其他行业国有博物馆,0,3,300,内蒙古自治区,历史类
阿拉善民间艺术收藏博物馆,非国有博物馆,1,0,3669,内蒙古自治区,艺术类
傅作义纪念馆,文物系统国有博物馆,0,3,70,内蒙古自治区,历史类
二连浩特茶叶之路博物馆,非国有博物馆,0,0,未知,内蒙古自治区,文化类
莫力达瓦达斡尔族自治旗达斡尔民族博物馆,文物系统国有博物馆,1,82,2128,内蒙古自治区,文化类
红山文化博物馆,文物系统国有博物馆,4,303,500,内蒙古自治区,文化类
成都市郫都区望丛玉器博物馆,非国有博物馆,6,0,80,四川省,文化类
巴彦塔拉达斡尔民族博物馆,文物系统国有博物馆,0,0,168,内蒙古自治区,文化类
鄂尔多斯市蒙古历史文化博物馆,非国有博物馆,0,0,2000,内蒙古自治区,历史类
