销售员,区域,订单日期,回签日期,客户订单号,客户名称,产品规格,单价,数量,合计,发货日期,发货数量,批号,厂商,账期,开票日期,发票号,开票金额,理论收款日,收款年份,实际到款日,实际到款金额,"2023年其中
逾期应收账款",客户承诺付款日,信用额度,备注
尹春,广东省,3月,系统订单,4500070292,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,,14,,Grace,30,45029,12291321,2693,45059,2023,45102,2693.0,0,,,202310已返利 广州麦康发票
尹春,广东省,3月,系统订单,4500070724,仙乐健康科技股份有限公司,244FP（美）,198.0,41,8078,,41,,Grace,30,45029,12286243,8078,45059,2023,45102,8078.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,,,汤臣倍健股份有限公司,244FP（美）,207.0,54,11261,,54,,Grace,60,45041,14643462,11261,45101,2023,45273,11261.0,0,,15400,
尹春,广东省,4月,,,白云山威灵药业有限公司,244FP,210.0,30,6300,,30,,Grace,30,45029,12293732,6300,45059,2023,45149,6300.0,0,,1600,
尹春,广东省,4月,,,广东赛烽医药科技有限公司,244FP,238.0,20,4760,,20,,Grace,款到发货,45056,17279307,4760,#VALUE!,2023,45041,4760.0,#VALUE!,,,
尹春,广东省,4月,,,雅柏药业（中国)有限公司,HP55,600.0,60,36000,,60,,乐天,30,45036,13557879,36000,45066,2023,45084,36000.0,0,,24000,
尹春,广东省,4月,,,深圳芙莱特营养与健康有限公司,VA64,230.0,25,5750,,25,,南杭,款到发货,45056,17273827,5750,#VALUE!,2023,45037,5750.0,#VALUE!,,,
尹春,广东省,4月,,,广东东阳光药业股份有限公司,M101,47.0,3600,169200,,3600,,明台,30,45056,17277721,169200,45086,2023,45135,169200.0,0,,,
尹春,广东省,4月,,,扬子江药业集团广州海瑞药业有限公司,M101,45.0,800,36000,,800,,明台,60,45029,12293388,33750,45089,2023,45085,33750.0,0,,83000,内袋破损50kg，少开票
尹春,广东省,4月,,,丽珠集团丽珠制药厂,M101,48.0,25,1200,,25,,明台,30,45056,17273584,1200,45086,2023,45162,1200.0,0,,,
尹春,广东省,4月,,,广东立国制药有限公司,M102,48.0,25,1200,,25,,明台,款到发货,45041,14655927,1200,#VALUE!,2023,45039,1200.0,#VALUE!,,,
尹春,广东省,4月,系统订单,4500070968,仙乐健康科技股份有限公司,M105,63.0,200,17325,,25,,明台,30,45036,13555027,1575,45066,2023,45111,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,系统订单,4500070418,仙乐健康科技股份有限公司,M105,,,,,50,,明台,30,45036,13554223,3150,45066,2023,"06/25
07/04",3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,系统订单,4500069359,仙乐健康科技股份有限公司,M105,,,,,25,,明台,30,45036,13555875,1575,45066,2023,45111,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,系统订单,4500070968,仙乐健康科技股份有限公司,M105,,,,,50,,明台,30,45041,14653119,3150,45071,2023,45114,3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,系统订单,4500071038,仙乐健康科技股份有限公司,M105,,,,,50,,明台,30,45041,14653280,3150,45071,2023,45114,3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,4月,系统订单,4500070093,仙乐健康科技股份有限公司,M302,73.0,3800,281050,,525,,明台,30,45029,12290517,3650,45059,2023,45102,3650.0,0,,,
尹春,广东省,4月,系统订单,"4500070968
4500070643",仙乐健康科技股份有限公司,M302,,,,,1000,,明台,30,45029,12287293,73000,45059,2023,45102,73000.0,0,,,
尹春,广东省,4月,系统订单,4500071038,仙乐健康科技股份有限公司,M302,,,,,500,,明台,30,45036,13554262,36500,45066,2023,45102,36500.0,0,,,
尹春,广东省,4月,系统订单,4500070514,仙乐健康科技股份有限公司,M302,,,,,675,,明台,30,45041,14651458,49275,45071,2023,"07/04
07/07",49275.0,0,,,
尹春,广东省,4月,系统订单,4500071418,仙乐健康科技股份有限公司,M302,,,,,750,,明台,30,45056,17258121,54750,45086,2023,45132,54750.0,0,,,
尹春,广东省,4月,系统订单,4500068805,仙乐健康科技股份有限公司,M302,,,,,350,,明台,30,45056,17256933,25550,45086,2023,45132,25550.0,0,,,
尹春,广东省,4月,系统订单,"4500070093
4500071190",仙乐健康科技股份有限公司,CCS,160.0,125,20000,,125,,明台,30,45029,"12290102
12287293",20000,45059,2023,45102,20000.0,0,,,
尹春,广东省,4月,系统订单,4500071869,仙乐健康科技股份有限公司,CCS,160.0,25,4000,,25,,明台,30,45041,14650081,4000,45071,2023,45114,4000.0,0,,,
尹春,广东省,4月,系统订单,4500071190,仙乐健康科技股份有限公司,SMCC90,90.0,325,29250,,325,,明台,30,45029,12290102,29250,45059,2023,45102,29250.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45036,系统订单,4500072356,仙乐健康科技股份有限公司,M302,73.0,500,36500,45063,50,C2304048  50KG,明台,30,45071,20902243,3650,45101,2023,45160,3650.0,0,,,
尹春,广东省,45036,系统订单,4500072356,仙乐健康科技股份有限公司,M105,63.0,25,1575,45056,25,C2207031,明台,30,45063,18743634,1575,45093,2023,45132,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45036,系统订单,4500072356,仙乐健康科技股份有限公司,M302,73.0,700,51100,45041,50,C2303109   50KG,明台,30,45056,17259001,3650,45086,2023,45132,3650.0,0,,,
尹春,广东省,45036,系统订单,4500072356,仙乐健康科技股份有限公司,M302,,,,45063,650,C2304048   650KG,明台,30,45071,20902243,47450,45101,2023,45160,47450.0,0,,,
尹春,广东省,45036,系统订单,4500072356,仙乐健康科技股份有限公司,M302,,,,45072,450,C2304048   450,明台,30,45085,24974768,32850,45115,2023,"08/22
09/05",32850.0,0,,,
尹春,广东省,45028,系统订单,4500071869,仙乐健康科技股份有限公司,244FP（美）,198.0,41,8078,45035,41,5210227381,Grace,30,45041,14650081,8078,45071,2023,"07/07
07/25",8078.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45028,系统订单,4500071869,仙乐健康科技股份有限公司,M302,73.0,1200,87600,45063,1200,C2304048,明台,30,45071,20903336,87600,45101,2023,"08/01
08/22",87600.0,0,,,
尹春,广东省,45028,系统订单,4500071869,仙乐健康科技股份有限公司,M105,63.0,100,6300,45041,75,C2207031  75KG,明台,30,45056,17258943,4725,45086,2023,45132,4725.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45028,系统订单,4500071869,仙乐健康科技股份有限公司,M105,,,,5月10日,25,C2207031  25KG,明台,30,45063,18744178,1575,45093,2023,45132,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45034,系统订单,4500072159,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45058,14,5210237438,Grace,30,45071,209022041,2693,45101,2023,45139,2693.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,CCS,160.0,50,8000,45058,25,D2212001 25KG,明台,30,45071,20920197,4000,45101,2023,45139,4000.0,0,,,
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,CCS,,,,5月26日,25,D2212001 25KG,明台,30,45085,24974768,4000,45115,2023,45181,4000.0,0,,,
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,244FP（美）,198.0,54,10771,45058,54,5210237438   54.4KG,Grace,30,45071,20920197,10771,45101,2023,45139,10771.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45040,系统订单,4500072544,仙乐健康科技股份有限公司,M105,63.0,50,3150,45056,25,C2207031  25KG,明台,30,45063,18743418,1575,45093,2023,45132,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45040,系统订单,4500072544,仙乐健康科技股份有限公司,M105,,,,45063,25,C2207031  25KG,明台,30,45071,20900221,1575,45101,2023,45139,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45023,系统订单,4500071617,仙乐健康科技股份有限公司,M302,73.0,500,36500,45063,500,C2304048,明台,30,45071,20908109,36500,45101,2023,"07/25
08/01",36500.0,0,,,
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M105,63.0,100,6300,45063,50,C2207031  50KG,明台,30,45071,20899045,3150,45101,2023,45139,3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M105,,,,45072,25,C2207031 25KG,明台,30,45085,24974768,1575,45115,2023,45181,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,,系统订单,4500071418,仙乐健康科技股份有限公司,M302,73.0,250,18250,45063,250,C2304048,明台,30,45071,20905211,18250,45101,2023,45132,18250.0,0,,,
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M302,73.0,1500,109500,45072,750,C2304048 750KG,明台,30,45085,24974768,54750,45115,2023,"09/05
09/12",54750.0,0,,,
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M302,,,,45083,700,C2304048   700KG,明台,30,45090,26624509,51100,45120,2023,45181,51100.0,0,,,
尹春,广东省,45051,45055,SZ20230505,深圳立健药业有限公司,M102,48.0,100,4800,45062,100,C2305113,明台,款到发货,5月25,20928191,4800,#VALUE!,2023,45056,4800.0,#VALUE!,,,
尹春,广西省,45055,45055,HP230559,桂林华信制药有限公司,M102,46.0,50,2300,45063,50,C2305113,明台,60,45071,20935324,2300,45131,2023,45098,2300.0,0,,,
尹春,广东省,45051,45061,GD20230505,广东新海得实业有限公司,M102,42.0,1350,56025,45063,650,C2305113  650KG,明台,此单不开票，账期30天,不开票,,26975,#VALUE!,2023,45089,26975.0,#VALUE!,,28000,
尹春,广东省,45051,45061,,广东新海得实业有限公司,M102,,,,45085,700,C2305128 700KG,明台,30,不开票,,29050,#VALUE!,2023,45135,29050.0,#VALUE!,,,
尹春,广东省,45069,45069,AS20230523,深圳奥萨制药有限公司,M101,47.0,100,4700,45070,100,C2205116,明台,款到发货,45085,24986658,4700,#VALUE!,2023,45069,4700.0,#VALUE!,,,
尹春,广东省,45069,45069,GD20230523,佛山德芮可制药有限公司,M102,54.0,25,1350,45075,25,C2305115,明台,30,45090,26648227,1350,45120,2023,45107,1350.0,0,,400,
尹春,广东省,45051,45071,SH20230505,广东立国制药有限公司,M102,53.0,100,5300,45075,100,C2305113,明台,款到发货,45085,24989927,5300,#VALUE!,2023,45063,5300.0,#VALUE!,,,
尹春,广东省,44998,45000,P00RD23030372,汤臣倍健股份有限公司,244FP（美）,207.0,82,16891,45051,82,5210237438  81.6KG,Grace,60,45063,18751248,16891,45123,2023,45273,16891.0,0,,,
尹春,广东省,45077,45079,SZ20230531,深圳芙莱特营养与健康有限公司,M101,47.0,50,2350,45082,50,C2205116,明台,款到发货,45090,26654712,2350,#VALUE!,2023,45079,2350.0,#VALUE!,,,
尹春,广东省,45072,系统订单,4500074327,仙乐健康科技股份有限公司,CCS,160.0,275,44000,45083,275,D2212001,明台,30,45090,26624509,44000,45120,2023,45181,44000.0,0,,,
尹春,广西省,45083,45083,HP230609,桂林华信制药有限公司,M102,46.0,500,23000,45089,500,C2305128,明台,60,45097,29335213,23000,45157,2023,45125,23000.0,0,,12000,
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45090,14,5210237438   13.6KG,Grace,30,45097,29326608,2693,45127,2023,45181,2693.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,M105,63.0,50,3150,45090,50,C2207031,明台,30,45097,29326608,3150,45127,2023,45181,3150.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M105,,,,45090,25,C2207031 25KG,明台,30,45097,29326608,1575,45127,2023,45181,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45044,系统订单,4500072813,仙乐健康科技股份有限公司,M302,,,,45090,50,C2304048  50KG,明台,30,45097,29326608,3650,45127,2023,45181,3650.0,0,,,
尹春,广东省,45055,系统订单,4500073299,仙乐健康科技股份有限公司,M302,73.0,650,47450,45090,25,C2304048 25KG,明台,30,45097,29326608,1825,45127,2023,45181,1825.0,0,,,
尹春,广东省,45072,系统订单,4500074327,仙乐健康科技股份有限公司,SMCC90,90.0,825,74250,45090,825,SC2207003,明台,30,45097,29326608,74250,45127,2023,45181,74250.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45065,系统订单,4500073938,仙乐健康科技股份有限公司,M105,63.0,25,1575,45090,25,C2307031,明台,30,45097,29326608,1575,45127,2023,45181,1575.0,0,,,202310已返利 广州麦康发票
尹春,广东省,45065,45079,4500284698,扬子江药业集团广州海瑞药业有限公司,M101,45.0,900,40500,45089,900,C2303122,明台,30,45090,26645448,40500,45120,2023,45145,40500.0,0,,,
尹春,广东省,45069,45069,POORD23050557,汤臣倍健股份有限公司,244FP（美）,207.0,27,5630,45093,27,5210237438,Grace,60,45104,31943435,5630,45164,2023,45273,5630.0,0,,,
尹春,广东省,45082,45082,POORD23060143,汤臣倍健股份有限公司,244FP（美）,207.0,27,5630,45093,27,5210237438,Grace,60,45104,31943435,5630,45164,2023,45273,5630.0,0,,,
尹春,广东省,45090,45091,QB20230613,琪宝制药（广州）有限公司,M112,70.0,100,7000,45093,100,C2211114,明台,款到发货,45104,31936952,7000,#VALUE!,2023,45092,7000.0,#VALUE!,,,
尹春,广东省,45092,45096,GDSF20230615,广东赛烽医药科技有限公司,244FP,238.0,10,2380,45096,10,1000393760,Grace,款到发货,45104,31935429,2380,#VALUE!,2023,45093,2380.0,#VALUE!,,,
尹春,广东省,45089,系统订单,4500075310,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45097,25,D2212001,明台,30,45104,31971598,4000,45134,2023,45181,4000.0,0,,,
尹春,广东省,45055,系统订单,4500073299,仙乐健康科技股份有限公司,M302,,,,45097,500,C2304048  500KG,明台,30,45104,31971598,36500,45134,2023,45181,36500.0,0,,,
尹春,广东省,45055,系统订单,4500073299,仙乐健康科技股份有限公司,M302,,,,45097,125,C2305040  125KG,明台,30,45104,31971598,9125,45134,2023,45181,9125.0,0,,,
尹春,广东省,45092,45096,TR20230615,广州市天润药用辅料有限公司,M101,50.0,300,15000,45098,300,C2304120,明台,款到发货,45104,31924816,15000,#VALUE!,2023,45096,15000.0,#VALUE!,,,发货广州白云山总厂
尹春,广东省,45092,45097,Y983,广州市联瑞制药有限公司,T-314,800.0,175,140000,45098,175,4022105,Corel,货到付款,45104,31926290,140000,#VALUE!,2023,45196,140000.0,#VALUE!,,,发货广州一品红
尹春,广东省,45055,系统订单,4500073285,仙乐健康科技股份有限公司,244FP（美）,,,,45106,14,5210237438,Grace,30,45113,36116143,2693,45143,2023,45181,2693.0,0,,,20240415申请返利
尹春,广东省,45103,系统订单,4500075907,仙乐健康科技股份有限公司,M105,63.0,25,1575,45106,25,C2207032,明台,30,45113,36116143,1575,45143,2023,45181,1575.0,0,,,20240415申请返利
尹春,广东省,45103,系统订单,4500075907,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45106,14,5210237438,Grace,30,45113,36116143,2693,45143,2023,45181,2693.0,0,,,20240415申请返利
尹春,广东省,45091,系统订单,4500075477,仙乐健康科技股份有限公司,M302,73.0,200,14600,45106,200,C2305040,明台,30,45113,36116143,14600,45143,2023,45181,14600.0,0,,,
尹春,广东省,45091,系统订单,4500075477,仙乐健康科技股份有限公司,M105,63.0,25,1575,45106,25,C2207031,明台,30,45113,36116143,1575,45143,2023,45181,1575.0,0,,,20240415申请返利
尹春,广东省,45103,系统订单,4500075962,仙乐健康科技股份有限公司,M302,73.0,375,27375,45106,375,C2305040,明台,30,45113,36116143,27375,45143,2023,45181,27375.0,0,,,
尹春,广东省,45084,系统订单,4500075063,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45106,14,5210237438,Grace,30,45113,36116143,2693,45143,2023,45181,2693.0,0,,,20240415申请返利
尹春,广东省,45098,45098,PO2306210046,丽珠集团丽珠制药厂,M102CG,52.0,500,26000,45117,500,C2306027,明台,90,45126,41884652,26000,45216,2023,45247,26000.0,0,,,
尹春,广东省,45104,系统订单,4500076007,仙乐健康科技股份有限公司,M105,63.0,50,3150,45126,25,C2207032,明台,30,45134,46643612,1575,45164,2023,45181,1575.0,0,,,20240415申请返利
尹春,广东省,45113,系统订单,4500076576,仙乐健康科技股份有限公司,SMCC90,90.0,825,74250,45126,825,"SC2207003   475KG 
SC2211001   350KG",明台,30,45134,46643612,74250,45164,2023,45181,74250.0,0,,,20240415申请返利
尹春,广东省,45113,系统订单,4500076576,仙乐健康科技股份有限公司,CCS,160.0,275,44000,45126,275,D2212001,明台,30,45134,46643612,44000,45164,2023,45181,44000.0,0,,,20240415申请返利
尹春,广东省,45107,系统订单,4500076234,仙乐健康科技股份有限公司,M302,73.0,700,51100,45126,275,C2305040,明台,30,45134,46643612,20075,45164,2023,45181,20075.0,0,,,
尹春,广东省,45119,45120,20230712-YL-321,广州正广生物科技有限公司,M102,47.0,75,3525,45127,75,C2307104,明台,30,45133,46629833,3525,45163,2023,45120,3525.0,0,,,
尹春,广东省,45128,45131,GD20230721,广东新海得实业有限公司,M102,42.0,1350,56025,45131,1350,C2307104,明台,30,45175,72009104,56025,45205,2023,45174,56025.0,0,45177,,7/21到款上次货款29050
尹春,广东省,45132,45133,SZ20230725,深圳立健药业有限公司,M102,48.0,75,3600,45138,75,C2306104,明台,款到发货,45142,51033670,3600,#VALUE!,2023,45135,3600.0,#VALUE!,,,
尹春,广东省,45104,系统订单,4500076007,仙乐健康科技股份有限公司,M105,,,,45138,25,C2207032,明台,30,45142,51035494,1575,45172,2023,45181,1575.0,0,,,20240415申请返利
尹春,广东省,45114,系统订单,4500076697,仙乐健康科技股份有限公司,M105,63.0,75,4725,45138,75,C2207032,明台,30,45142,51035494,4725,45172,2023,45181,4725.0,0,,,20240415申请返利
尹春,广东省,45114,系统订单,4500076697,仙乐健康科技股份有限公司,244FP（美）,198.0,82,16157,45138,82,5210237448,Grace,30,45142,51035494,16157,45172,2023,45181,16157.0,0,,,20240415申请返利
尹春,广东省,45124,系统订单,4500077151,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45138,25,D2212001,明台,30,45142,51035494,4000,45172,2023,45181,4000.0,0,,,20240415申请返利
尹春,广东省,45121,系统订单,4500077030,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45138,25,D2212001,明台,30,45142,51035494,4000,45172,2023,45181,4000.0,0,,,20240415申请返利
尹春,广东省,44980,44980,P0-2023-02-22-003,东莞市百维食品化工原料实业有限公司,AN5,180.0,3000,540000,45142,3000,"330110   225kg
360140  1975kg，330158  800",乐天,款到发货,45154,57723483,540000,#VALUE!,2023,45135,540000.0,#VALUE!,,,
尹春,广东省,44980,44980,P0-2023-02-22-003,东莞市百维食品化工原料实业有限公司,AN5,180.0,3000,540000,45287,3000,"360140  800kg
340123 2200kg",乐天,款到发货,45288,17931281,540000,#VALUE!,2024,45307,499500.0,#VALUE!,,,"老板特批先发货
2023.02客户多付40500元，此笔少付40500元"
尹春,广东省,6月,,,广东东阳光药业股份有限公司,M101,47.0,1000,47000,45090,"575
425","C2303138
C2304120",明台,30,45097,29338238,47000,45127,2023,45159,47000.0,0,,,
尹春,广东省,45126,45128,F-08-0003-05,广东东阳光药业股份有限公司,M101,47.0,2000,94000,45139,2000,C2304121,明台,30,45154,57751594,94000,45184,2023,45243,94000.0,0,,,
尹春,广东省,45127,系统订单,4500077359,仙乐健康科技股份有限公司,M105,63.0,100,6300,45210,100,C2309503,明台,30,45217,103796480,6300,45247,2023,45244,6300.0,0,,,20240415申请返利
尹春,广东省,45134,系统订单,4500077671,仙乐健康科技股份有限公司,M105,63.0,25,1575,45210,25,C2309503,明台,30,45217,103796480,1575,45247,2023,45244,1575.0,0,,,20240415申请返利
尹春,广东省,45111,45111,POORD23070121,汤臣倍健股份有限公司,244FP（美）,207.0,27,5630,45160,27,5210237448,Grace,60,45166,65264526,5630,45226,2023,45273,5630.0,0,,,
尹春,广东省,45140,45142,QYHN20230802,清远华能制药有限公司,M102,50.0,1000,50000,45142,1025,C2307104,明台,款到发货,45154,57755862,50000,#VALUE!,2023,45142,50000.0,#VALUE!,,,黑点投诉补货25KG
尹春,广东省,45140,45141,PO2308012,广东东阳光药业股份有限公司,M101,47.0,1000,47000,45181,1000,C2306110,明台,30,45189,82859043,47000,45219,2023,45280,47000.0,0,,,
尹春,广东省,45069,45069,,佛山德芮可制药有限公司,M102,,,,45148,25,C2307123,明台,30,补货,,0,#VALUE!,,,,#VALUE!,,,堆密度0.31， 质量投诉补货
尹春,广东省,45139,系统订单,4500077812,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45148,14,5210237448,Grace,30,45161,62279631,2693,45191,2023,45181,2693.0,0,,,20240415申请返利
尹春,广东省,45148,45148,POORD23080257,汤臣倍健股份有限公司,244FP（美）,207.0,82,16891,45160,82,5210237448,Grace,60,45166,65264526,16891,45226,2023,45273,16891.0,0,,,
尹春,广东省,45152,45152,TR20230814,广州市天润药用辅料有限公司,CCS,200.0,75,15000,45155,75,D2212001,明台,款到发货,45161,62284895,15000,#VALUE!,2023,45152,15000.0,#VALUE!,,,发货广州白云山总厂
尹春,广东省,45152,45169,LXM-SH-XY230728-03,广东东阳光药业股份有限公司,M101,48.0,25,1200,45206,25,C2306110,明台,款到发货,45217,103778231,1200,#VALUE!,2023,45196,1200.0,#VALUE!,,,东阳光研发
尹春,广东省,45141,系统订单,4500077978,仙乐健康科技股份有限公司,SMCC90,90.0,825,74250,45167,825,SC2211001,明台,30,45175,72019021,74250,45205,2023,45196,74250.0,0,,,20240415申请返利
尹春,广东省,45141,系统订单,4500077978,仙乐健康科技股份有限公司,CCS,160.0,275,44000,45160,275,"D2212001   225KG
D2302016   50KG",明台,30,45166,65254786,44000,45196,2023,45190,44000.0,0,,,20240415申请返利
尹春,广东省,45160,45160,20230822-YL-428,广州正广生物科技有限公司,M102,47.0,75,3525,45161,75,C2307104,明台,30,45166,65266381,3525,45196,2023,45177,3525.0,0,,,
尹春,广东省,45161,45161,PO2308210016,丽珠集团丽珠制药厂,M102CG,52.0,400,20800,45177,400,C2308023,明台,90,45189,82834455,20800,45279,2023,45280,20800.0,0,12月19,,
尹春,广东省,45166,系统订单,4500079261,仙乐健康科技股份有限公司,244FP（美）,198.0,68,13464,45183,68,5210237448,Grace,30,45189,82861620,13464,45219,2023,45219,13464.0,0,,,20240415申请返利
尹春,广东省,45175,系统订单,4500079887,仙乐健康科技股份有限公司,244FP（美）,198.0,122,24235,45216,122,5210237457,Grace,30,45224,110326450,24235,45254,2023,45246,24235.0,0,,,20240415申请返利
尹春,广东省,45180,45180,PO2309035,广东东阳光药业股份有限公司,M101,47.0,3500,164500,45181,3500,"C2306110  75KG 
C2307116   3425K",明台,30,45189,82859043,164500,45219,2023,45280,164500.0,0,,,
尹春,广东省,45182,45187,SH20230913,广东立国制药有限公司,M101,50.0,25,1250,45187,25,C2307116,明台,款到发货,45194,86867599,1250,#VALUE!,2023,45187,1250.0,#VALUE!,,,
尹春,广东省,45187,45209,4500297565,扬子江药业集团广州海瑞药业有限公司,M101,45.0,1200,53520,45212,1200,C2307116,明台,30,45224,110312009,53520,45254,2023,45254,53520.0,0,11月29,,10/17交货
尹春,广东省,45189,系统订单,4500080679,仙乐健康科技股份有限公司,244FP（美）,198.0,27,5386,45216,27,5210237457,Grace,30,45224,110326450,5386,45254,2023,45246,5386.0,0,,,20240415申请返利
尹春,广西省,45191,45194,HP230965,桂林华信制药有限公司,M102,46.0,500,23000,45191,500,C2307123,明台,60,45210,97750695,23000,45270,2023,45239,23000.0,0,12月10,,
尹春,广东省,45191,45195,QB20230922,琪宝制药（广州）有限公司,M112,70.0,175,12250,45206,175,C2301108,明台,款到发货,45217,103780109,12250,#VALUE!,2023,45195,12250.0,#VALUE!,,,
尹春,广东省,45191,45218,SH20230922,广东立国制药有限公司,M102,53.0,200,10600,45206,200,C2307104,明台,款到发货,45217,103783741,10600,#VALUE!,2023,45196,10600.0,#VALUE!,,,
尹春,广东省,45191,45194,SZ20230922,深圳立健药业有限公司,M102,48.0,175,8400,45194,175,C2307104,明台,款到发货,45210,97746445,8400,#VALUE!,2023,45195,8400.0,#VALUE!,,,特批先发货
尹春,广东省,45195,系统订单,4500080932,仙乐健康科技股份有限公司,M105,63.0,75,4725,45210,75,C2309503,明台,30,45217,103796480,4725,45247,2023,45244,4725.0,0,,,20240415申请返利
尹春,广东省,45206,系统订单,4500081233,仙乐健康科技股份有限公司,M105,63.0,50,3150,45210,50,C2309503,明台,30,45217,103796480,3150,45247,2023,45244,3150.0,0,,,20240415申请返利
尹春,广东省,45208,45224,4500298962,扬子江药业集团广州海瑞药业有限公司,M101,45.0,1600,71360,45230,1600,C2307130,明台,30,45238,123926826,71360,45268,2023,45265,71360.0,0,12月15,,
尹春,广东省,45208,45209,PO2310015,广东东阳光药业股份有限公司,M101,47.0,3000,141000,45226,3000,C2307130,明台,30,45238,123928841,141000,45268,2024,45324,141000.0,0,,,
尹春,广西省,45211,45212,GL20231011,桂林三金药业股份有限公司,244FP,200.0,20,4000,45215,20,1000393760,Grace,30,45224,110319918,4000,45254,2023,45250,4000.0,0,11月30,2500,
尹春,广东省,45218,系统订单,4500082418,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45226,25,D2302016,明台,30,45238,123899663,4000,45268,2023,45259,4000.0,0,,,20240415申请返利
尹春,广东省,45218,系统订单,4500082418,仙乐健康科技股份有限公司,M105,63.0,200,12600,45226,200,C2309503,明台,30,45238,123899663,12600,45268,2023,45259,12600.0,0,,,20240415申请返利
尹春,广东省,45218,系统订单,4500082418,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45226,14,5210237457,Grace,30,45238,123899663,2693,45268,2023,45259,2693.0,0,,,20240415申请返利
尹春,广东省,45222,45224,SZ20231023,深圳立健药业有限公司,M102,48.0,275,13200,45224,275,C2307104,明台,款到发货,45231,117374212,13200,#VALUE!,2023,45226,13200.0,#VALUE!,,,特批先发货
尹春,广东省,45224,45225,PO2310092,广东东阳光药业股份有限公司,M101,47.0,1000,47000,45226,1000,C2307130,明台,30,45238,123928841,47000,45268,2024,45324,47000.0,0,,,
尹春,广东省,45224,系统订单,4500082762,仙乐健康科技股份有限公司,244FP（美）,198.0,95,18850,45226,95,5210237457,Grace,30,45238,123899663,18850,45268,2023,45259,18850.0,0,,,20240415申请返利
尹春,广东省,45224,系统订单,4500082762,仙乐健康科技股份有限公司,M105,63.0,75,4725,45240,75,C2309503,明台,30,45251,136921132,4725,45281,2023,45275,4725.0,0,,,20240415申请返利
尹春,广东省,45224,系统订单,4500082854,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45226,25,D2302016,明台,30,45238,123899663,4000,45268,2023,45259,4000.0,0,,,20240415申请返利
尹春,广东省,45225,系统订单,4500083054,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45240,14,5210237457,Grace,30,45251,136921132,2693,45281,2023,45275,2693.0,0,,,20240415申请返利
尹春,广东省,45229,系统订单,4500083226,仙乐健康科技股份有限公司,CCS,160.0,25,4000,45240,25,D2302016,明台,30,45251,136921132,4000,45281,2023,45275,4000.0,0,,,20240415申请返利
尹春,广东省,45232,系统订单,4500083444,仙乐健康科技股份有限公司,M105,63.0,50,3150,45250,50,C2309503,明台,30,45258,145058141,3150,45288,2023,45281,3150.0,0,,,20240415申请返利
尹春,广东省,45232,系统订单,4500083444,仙乐健康科技股份有限公司,244FP（美）,198.0,14,2693,45250,14,5210237547,Grace,30,45258,145058141,2693,45288,2023,45281,2693.0,0,,,20240415申请返利
