月份,项目店,区域,经营模式,有无预算,科目,本月计划,本月完成,备注
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包档口收入,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包档口成本,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包档口毛利,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,其他收入,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,其他成本,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,其他毛利,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,人事费用,35858,39076,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,工资,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,监管工资,3000,1800,2人监管：朱红章900元、任志有900元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,绩效考核奖,3800,4635,2人绩效：任志有2070元、侯晓东1710元、王亮855元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,公司承担外包费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,公司缴纳五险,7997,9588,8人社保
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包五险,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,商业保险费,50,744,平安雇主险743.82元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包管理费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,福利费,21011,22309,"侯晓东报销鲁秀芳体检费185元侯晓东报销员工商玉荣的健康证费用75元侯晓东报销员工赵静丽、陈鹏、张世卫、李蕾、宋金英健康证费用375元侯晓东报销购买药品76.9元侯晓东报销员工周淑温、陈红霞、吕玉莲、郭丽的体检费和健康证费用共计625元（周淑温75元、吕玉莲180元、郭丽185元、陈红霞185元）24年1月份92人伙食费21252元侯晓东报销员工赵秀兰体检费75元
调整1月工资其他扣（体检费）610元、领用工服255元"
1月,黄骅港国华餐饮,河北子公司,托管,有预算,员工宿舍费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,能源费用,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,水费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,电费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,燃气费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,暖气费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,运营费用,1000,4697,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,办公费,100,146,"邮寄费65元
粘贴单24元"
1月,黄骅港国华餐饮,河北子公司,托管,有预算,差旅费,100,1750,"任志有报销过路费102.80元
侯晓东报销带演职人员回公司参加年会费用1137.42元
任志有报销回公司参会汽车过路费220.08元
任志有报销去北港项目参会汽车过路费55.10元
任志有报销回公司参会年会过路费209.42元
张乐报销去社保局办资料的费用25元（黄骅港国华餐饮项目投标需要）"
1月,黄骅港国华餐饮,河北子公司,托管,有预算,汽车费用,600,1966,"油卡分摊-任凌云车600元
任志有报销去北港参加现场会议产生的汽油费335元
任志有报销回公司参会来回接送员工的汽油费1031元"
1月,黄骅港国华餐饮,河北子公司,托管,有预算,营销费用,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,低值物料,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,目视化费用,200,48,值班管理手册47.5元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,修理费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,招待费,0,588,侯晓东报销餐费招待588元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,运输费用,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,其他,0,200,12月伯乐奖200元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,固定费用,33187,33187,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,租金,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,管理费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,市场开发费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,折旧,150,150,1月固定资产折旧149.92元
1月,黄骅港国华餐饮,河北子公司,托管,有预算,各项摊提,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,上交总部管理费,9343,9343,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,计提税金及附加,23694,23694,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,营业外收支,0,39,"考勤违纪306.78元、罚款50元
1月罚款100元
工伤理赔款218.14元"
1月,黄骅港国华餐饮,河北子公司,托管,有预算,自营业务利润,55672,45879,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,外包业务利润,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,项目部经营利润,55672,45879,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,区域管理费用,7000,7000,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,运行费用,7000,7000,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,两节费用,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,公关费,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,项目店净利润,48672,38879,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,项目合作分红,0,0,
1月,黄骅港国华餐饮,河北子公司,托管,有预算,项目店可分配利润,48672,38879,
1月,黄骅港国华物资,河北子公司,托管,有预算,综合收入,185865,185865,
1月,黄骅港国华物资,河北子公司,托管,有预算,综合成本,147200,142452,
1月,黄骅港国华物资,河北子公司,托管,有预算,综合毛利,38665,43413,
1月,黄骅港国华物资,河北子公司,托管,有预算,劳务收入,185865,185865,工资、保险、劳保、福利等
1月,黄骅港国华物资,河北子公司,托管,有预算,劳务成本,147200,142452,2024年1月：38人，缺勤扣款14398元
1月,黄骅港国华物资,河北子公司,托管,有预算,劳务毛利,38665,43413,
1月,黄骅港国华物资,河北子公司,托管,有预算,餐饮收入,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,餐饮成本,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,餐饮毛利,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,销售收入,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,销售成本,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,销售毛利,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,外包档口收入,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,外包档口成本,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,外包档口毛利,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,其他收入,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,其他成本,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,其他毛利,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,人事费用,4992,3244,
1月,黄骅港国华物资,河北子公司,托管,有预算,工资,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,监管工资,750,750,2023年12月：2人，朱红章375元+任志有375元
1月,黄骅港国华物资,河北子公司,托管,有预算,绩效考核奖,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,公司承担外包费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,公司缴纳五险,3242,2594,2024年1月：4人2593.76元
1月,黄骅港国华物资,河北子公司,托管,有预算,外包五险,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,商业保险费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,外包管理费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,福利费,1000,(100),调整1月黄骅港国华物资其他扣款项（体检费）100元
1月,黄骅港国华物资,河北子公司,托管,有预算,员工宿舍费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,能源费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,水费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,电费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,燃气费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,暖气费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,运营费用,50,16,
1月,黄骅港国华物资,河北子公司,托管,有预算,办公费,50,16,朱红国报销邮寄费16元
1月,黄骅港国华物资,河北子公司,托管,有预算,差旅费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,汽车费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,营销费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,低值物料,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,目视化费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,修理费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,招待费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,运输费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,其他,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,固定费用,19525,38089,
1月,黄骅港国华物资,河北子公司,托管,有预算,租金,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,管理费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,市场开发费,3094,21659,黄骅港国华物资中标服务费摊销（2022年10月-2024年1月），每月分摊21658.88元
1月,黄骅港国华物资,河北子公司,托管,有预算,折旧,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,各项摊提,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,上交总部管理费,4647,4647,
1月,黄骅港国华物资,河北子公司,托管,有预算,计提税金及附加,11784,11784,
1月,黄骅港国华物资,河北子公司,托管,有预算,营业外收支,0,516,"考勤违纪516元，罚款100元
1月罚款100元"
1月,黄骅港国华物资,河北子公司,托管,有预算,自营业务利润,14098,2580,
1月,黄骅港国华物资,河北子公司,托管,有预算,外包业务利润,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,项目部经营利润,14098,2580,
1月,黄骅港国华物资,河北子公司,托管,有预算,区域管理费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,运行费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,两节费用,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,公关费,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,项目店净利润,14098,2580,
1月,黄骅港国华物资,河北子公司,托管,有预算,项目合作分红,0,0,
1月,黄骅港国华物资,河北子公司,托管,有预算,项目店可分配利润,14098,2580,
1月,黄骅港国华保洁,河北子公司,托管,有预算,综合收入,285085,285085,
1月,黄骅港国华保洁,河北子公司,托管,有预算,综合成本,180240,172263,
1月,黄骅港国华保洁,河北子公司,托管,有预算,综合毛利,104845,112822,
1月,黄骅港国华保洁,河北子公司,托管,有预算,劳务收入,285085,285085,劳务收入为285084.8元，共配置保洁班长2名、保洁员83人
1月,黄骅港国华保洁,河北子公司,托管,有预算,劳务成本,180240,172263,2024年1月：70人缺勤扣款：12041元
1月,黄骅港国华保洁,河北子公司,托管,有预算,劳务毛利,104845,112822,
1月,黄骅港国华保洁,河北子公司,托管,有预算,餐饮收入,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,餐饮成本,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,餐饮毛利,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,销售收入,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,销售成本,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,销售毛利,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,外包档口收入,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,外包档口成本,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,外包档口毛利,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,其他收入,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,其他成本,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,其他毛利,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,人事费用,15500,14888,
1月,黄骅港国华保洁,河北子公司,托管,有预算,工资,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,监管工资,1200,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,绩效考核奖,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,公司承担外包费,12000,12600,1月黄骅港国华保洁班车租赁费10800元，补提12月租赁费1800元
1月,黄骅港国华保洁,河北子公司,托管,有预算,公司缴纳五险,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,外包五险,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,商业保险费,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,外包管理费,0,0,
1月,黄骅港国华保洁,河北子公司,托管,有预算,福利费,2300,2288,"计提1月员工馒头费用2385.45元
调整1月黄骅港国华保洁其他扣款项（体检费）60元，调整1月黄骅港国华保洁其他扣款项（健康证）37.5元"
