序号,一级类,二级类,名字,地区,最高价,平均价,最低价,发布日期
1231,水产,海水鱼,燕鲅,,26.0,20.5,15.0,2024-06-25 00:00:00
1232,水产,海水鱼,鲐鲅,,6.0,5.5,5.0,2024-06-25 00:00:00
1233,水产,海水鱼,小黄花鱼,,10.0,8.5,7.0,2024-06-25 00:00:00
1234,水产,海水鱼,鲽鱼,,30.0,29.5,29.0,2024-06-25 00:00:00
1235,水产,海水鱼,红星斑,,150.0,147.5,145.0,2024-06-25 00:00:00
1236,水产,海水鱼,多宝鱼,,30.0,28.0,26.0,2024-06-25 00:00:00
1237,水产,海水鱼,石斑鱼,,65.0,62.5,60.0,2024-06-25 00:00:00
1238,水产,海水鱼,鳕鱼,,6.0,5.5,5.0,2024-06-25 00:00:00
1239,水产,海水鱼,牛尾巴鱼,,18.0,14.0,10.0,2024-06-25 00:00:00
1240,水产,海水鱼,小公鱼,,12.0,11.5,11.0,2024-06-25 00:00:00
1241,水产,海水鱼,带鱼,网,9.0,8.5,8.0,2024-06-25 00:00:00
1242,水产,海水鱼,带鱼,网,13.0,12.5,12.0,2024-06-25 00:00:00
1243,水产,海水鱼,带鱼,网,15.0,14.5,14.0,2024-06-25 00:00:00
1244,水产,海水鱼,带鱼,吊,12.0,11.0,10.0,2024-06-25 00:00:00
1245,水产,海水鱼,带鱼,吊,16.0,15.5,15.0,2024-06-25 00:00:00
1246,水产,海水鱼,带鱼,吊,18.0,17.0,16.0,2024-06-25 00:00:00
1247,水产,海水鱼,黄花鱼,国产,16.0,15.5,15.0,2024-06-25 00:00:00
1248,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-25 00:00:00
1249,水产,海水鱼,黄花鱼,国产,18.0,17.5,17.0,2024-06-25 00:00:00
1250,水产,海水鱼,平鱼,国产,14.0,13.5,13.0,2024-06-25 00:00:00
1251,水产,海水鱼,平鱼,国产,20.0,19.0,18.0,2024-06-25 00:00:00
1252,水产,海水鱼,平鱼,国产,30.0,29.0,28.0,2024-06-25 00:00:00
1253,水产,海水鱼,平鱼,国产,48.0,46.5,45.0,2024-06-25 00:00:00
1254,水产,海水鱼,鱿鱼,,21.0,20.0,19.0,2024-06-25 00:00:00
1255,水产,海水鱼,鱿鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1256,水产,海水鱼,八爪鱼,,45.0,42.5,40.0,2024-06-25 00:00:00
1257,水产,海水鱼,海鲈鱼,,14.0,13.5,13.0,2024-06-25 00:00:00
1258,水产,海水鱼,墨鱼,,28.0,27.5,27.0,2024-06-25 00:00:00
1259,水产,海水鱼,金鲳鱼,,24.0,23.5,23.0,2024-06-25 00:00:00
1260,水产,海水鱼,金鲳鱼,,25.0,24.0,23.0,2024-06-25 00:00:00
1261,水产,虾蟹类,白虾,,15.0,14.5,14.0,2024-06-25 00:00:00
1262,水产,虾蟹类,白虾,,25.0,23.75,22.5,2024-06-25 00:00:00
1263,水产,虾蟹类,白虾,,22.0,21.0,20.0,2024-06-25 00:00:00
1264,水产,虾蟹类,白虾,,20.0,20.0,20.0,2024-06-25 00:00:00
1265,水产,虾蟹类,白虾（笼装）,,26.0,25.5,25.0,2024-06-25 00:00:00
1266,水产,虾蟹类,白虾（笼装）,,24.0,23.5,23.0,2024-06-25 00:00:00
1267,水产,虾蟹类,白虾（精品）,,26.0,26.0,26.0,2024-06-25 00:00:00
1268,水产,虾蟹类,白虾（精品）,,26.0,26.0,26.0,2024-06-25 00:00:00
1269,水产,虾蟹类,小海白虾,,30.0,27.5,25.0,2024-06-25 00:00:00
1270,水产,虾蟹类,小河虾,,25.0,22.5,20.0,2024-06-25 00:00:00
1271,水产,虾蟹类,小河虾,,35.0,32.5,30.0,2024-06-25 00:00:00
1272,水产,虾蟹类,小龙虾,,18.0,17.5,17.0,2024-06-25 00:00:00
1273,水产,虾蟹类,小龙虾,,24.0,23.5,23.0,2024-06-25 00:00:00
1274,水产,虾蟹类,琵琶虾,,70.0,62.5,55.0,2024-06-25 00:00:00
1275,水产,虾蟹类,小青龙虾,,180.0,177.5,175.0,2024-06-25 00:00:00
1276,水产,虾蟹类,虾仁,,28.0,27.5,27.0,2024-06-25 00:00:00
1277,水产,虾蟹类,基围虾,,95.0,85.0,75.0,2024-06-25 00:00:00
1278,水产,虾蟹类,罗氏虾,,65.0,62.5,60.0,2024-06-25 00:00:00
1279,水产,虾蟹类,波士顿龙虾,,140.0,120.0,100.0,2024-06-25 00:00:00
1280,水产,虾蟹类,澳洲龙虾,,450.0,425.0,400.0,2024-06-25 00:00:00
1281,水产,虾蟹类,玫瑰龙虾,,330.0,325.0,320.0,2024-06-25 00:00:00
1282,水产,虾蟹类,母梭子蟹,,120.0,110.0,100.0,2024-06-25 00:00:00
1283,水产,虾蟹类,公梭子蟹,,100.0,90.0,80.0,2024-06-25 00:00:00
1284,水产,虾蟹类,珍宝蟹,,145.0,137.5,130.0,2024-06-25 00:00:00
1285,水产,虾蟹类,帝王蟹,,310.0,300.0,290.0,2024-06-25 00:00:00
1286,水产,虾蟹类,面包蟹,,90.0,85.0,80.0,2024-06-25 00:00:00
1287,水产,贝壳类,鲍鱼,,12.0,11.0,10.0,2024-06-25 00:00:00
1288,水产,贝壳类,鲍鱼,,8.0,7.0,6.0,2024-06-25 00:00:00
1289,水产,贝壳类,鲍鱼,,4.0,3.5,3.0,2024-06-25 00:00:00
1290,水产,贝壳类,扇贝,,50.0,47.5,45.0,2024-06-25 00:00:00
1291,水产,贝壳类,扇贝,,43.0,42.5,42.0,2024-06-25 00:00:00
1292,水产,贝壳类,扇贝,,42.0,41.0,40.0,2024-06-25 00:00:00
1293,水产,贝壳类,小红扇贝,,10.0,9.5,9.0,2024-06-25 00:00:00
1294,水产,贝壳类,象拔蚌,,85.0,82.5,80.0,2024-06-25 00:00:00
1295,水产,贝壳类,角螺,,38.0,36.5,35.0,2024-06-25 00:00:00
1296,水产,贝壳类,赤贝,,18.0,16.5,15.0,2024-06-25 00:00:00
1297,水产,贝壳类,花螺,,45.0,33.5,22.0,2024-06-25 00:00:00
1298,水产,贝壳类,钉螺,,10.0,9.5,9.0,2024-06-25 00:00:00
1299,水产,贝壳类,海螺,,19.0,18.0,17.0,2024-06-25 00:00:00
1300,水产,贝壳类,海螺,,25.0,23.5,22.0,2024-06-25 00:00:00
1301,水产,贝壳类,海螺,,45.0,39.0,33.0,2024-06-25 00:00:00
1302,水产,贝壳类,竹蛏子,,15.0,12.5,10.0,2024-06-25 00:00:00
1303,水产,贝壳类,蛏子,,20.0,19.0,18.0,2024-06-25 00:00:00
1304,水产,贝壳类,带子,,18.0,17.0,16.0,2024-06-25 00:00:00
1305,水产,贝壳类,生蚝,,8.0,7.5,7.0,2024-06-25 00:00:00
1306,水产,贝壳类,生蚝,,9.0,8.5,8.0,2024-06-25 00:00:00
1307,水产,贝壳类,黄蚬子,,32.0,22.5,13.0,2024-06-25 00:00:00
1308,水产,贝壳类,文蛤,,12.0,11.0,10.0,2024-06-25 00:00:00
1309,水产,贝壳类,白蛤,,7.0,6.5,6.0,2024-06-25 00:00:00
1310,水产,贝壳类,青蛤,,15.0,13.5,12.0,2024-06-25 00:00:00
1311,水产,贝壳类,花蛤,,5.0,4.5,4.0,2024-06-25 00:00:00
1312,水产,贝壳类,毛钳,,8.0,7.0,6.0,2024-06-25 00:00:00
1313,水产,贝壳类,田螺,,4.0,3.5,3.0,2024-06-25 00:00:00
1314,水产,贝壳类,猫眼螺,,32.0,26.0,20.0,2024-06-25 00:00:00
1315,水产,其他类,甲鱼,,50.0,42.5,35.0,2024-06-25 00:00:00
1316,水产,其他类,甲鱼,,30.0,25.0,20.0,2024-06-25 00:00:00
1317,水产,其他类,蚕蛹,,42.0,41.0,40.0,2024-06-25 00:00:00
1318,水产,其他类,牛蛙,,11.0,10.5,10.0,2024-06-25 00:00:00
1319,水产,其他类,海蜇头,,12.0,11.5,11.0,2024-06-25 00:00:00
1320,水产,其他类,海蜇皮,,16.0,15.0,14.0,2024-06-25 00:00:00
1321,水产,其他类,海蜇丝,,8.5,8.0,7.5,2024-06-25 00:00:00
1322,蔬菜,,大白菜,冀,0.55,0.5,0.45,2024-06-25 00:00:00
1323,蔬菜,,娃娃菜,冀,0.7,0.65,0.6,2024-06-25 00:00:00
1324,蔬菜,,小白菜,冀,1.3,1.15,1.0,2024-06-25 00:00:00
1325,蔬菜,,圆白菜,冀,1.0,0.75,0.5,2024-06-25 00:00:00
1326,蔬菜,,紫甘蓝,冀,0.8,0.75,0.7,2024-06-25 00:00:00
1327,蔬菜,,芹菜,冀,1.7,1.6,1.5,2024-06-25 00:00:00
1328,蔬菜,,西芹,辽,1.8,1.55,1.3,2024-06-25 00:00:00
1329,蔬菜,,菠菜,冀蒙,2.5,2.25,2.0,2024-06-25 00:00:00
1330,蔬菜,,莴笋,冀,1.7,1.6,1.5,2024-06-25 00:00:00
1331,蔬菜,,团生菜,冀,1.3,1.1,0.9,2024-06-25 00:00:00
1332,蔬菜,,罗马生菜,云京,2.0,1.5,1.0,2024-06-25 00:00:00
1333,蔬菜,,散叶生菜,冀京,1.0,0.9,0.8,2024-06-25 00:00:00
1334,蔬菜,,油菜,京,1.5,1.4,1.3,2024-06-25 00:00:00
1335,蔬菜,,香菜,冀,3.0,2.5,2.0,2024-06-25 00:00:00
1336,蔬菜,,茴香,冀,1.8,1.55,1.3,2024-06-25 00:00:00
1337,蔬菜,,韭菜,冀,1.8,1.65,1.5,2024-06-25 00:00:00
1338,蔬菜,,苦菊,辽,2.0,1.9,1.8,2024-06-25 00:00:00
1339,蔬菜,,油麦菜,京,2.0,1.75,1.5,2024-06-25 00:00:00
1340,蔬菜,,散菜花,冀,2.3,1.95,1.6,2024-06-25 00:00:00
1341,蔬菜,,绿菜花,冀,2.3,2.15,2.0,2024-06-25 00:00:00
1342,蔬菜,,绿豆芽,,1.0,0.98,0.95,2024-06-25 00:00:00
1343,蔬菜,,黄豆芽,,0.9,0.88,0.85,2024-06-25 00:00:00
1344,蔬菜,,番茄,冀蒙,1.0,0.8,0.6,2024-06-25 00:00:00
1345,蔬菜,,番茄,冀蒙,1.3,1.05,0.8,2024-06-25 00:00:00
1346,蔬菜,,番茄,鲁蒙,1.5,1.25,1.0,2024-06-25 00:00:00
1347,蔬菜,,黄瓜,辽鲁冀蒙,2.3,1.8,1.3,2024-06-25 00:00:00
1348,蔬菜,,黄瓜,冀,2.8,2.2,1.6,2024-06-25 00:00:00
1349,蔬菜,,小黄瓜,辽鲁,3.5,3.15,2.8,2024-06-25 00:00:00
1350,蔬菜,,小黄瓜,辽鲁,5.5,5.1,4.7,2024-06-25 00:00:00
1351,蔬菜,,茄子,冀鲁,1.5,1.05,0.6,2024-06-25 00:00:00
1352,蔬菜,,长茄,辽,1.5,1.05,0.6,2024-06-25 00:00:00
1353,蔬菜,,线茄,冀,1.5,1.15,0.8,2024-06-25 00:00:00
1354,蔬菜,,广茄,云京,3.5,2.5,1.5,2024-06-25 00:00:00
1355,蔬菜,,冬瓜,冀,0.7,0.65,0.6,2024-06-25 00:00:00
1356,蔬菜,,冬瓜,冀鄂,0.5,0.45,0.4,2024-06-25 00:00:00
1357,蔬菜,,毛冬瓜,冀鲁,0.8,0.65,0.5,2024-06-25 00:00:00
1358,蔬菜,,架豆,冀晋云,4.0,3.4,2.8,2024-06-25 00:00:00
1359,蔬菜,,豆王,辽冀甘云,4.5,3.25,2.0,2024-06-25 00:00:00
1360,蔬菜,,扁豆,晋冀,4.5,3.5,2.5,2024-06-25 00:00:00
1361,蔬菜,,豇豆,鲁冀,3.0,2.5,2.0,2024-06-25 00:00:00
1362,蔬菜,,白不老,冀辽,3.5,2.85,2.2,2024-06-25 00:00:00
1363,蔬菜,,油豆,辽冀,5.0,4.0,3.0,2024-06-25 00:00:00
1364,蔬菜,,毛豆,川云,2.5,2.45,2.4,2024-06-25 00:00:00
1365,蔬菜,,花生,琼粤,7.0,6.0,5.0,2024-06-25 00:00:00
1366,蔬菜,,玉米,津冀,1.0,0.9,0.8,2024-06-25 00:00:00
1367,蔬菜,,玉米,津冀,1.3,1.2,1.1,2024-06-25 00:00:00
1368,蔬菜,,苦瓜,鲁,2.5,2.4,2.3,2024-06-25 00:00:00
1369,蔬菜,,丝瓜,豫鲁冀,4.0,3.4,2.8,2024-06-25 00:00:00
1370,蔬菜,,西葫芦,冀晋,1.8,1.5,1.2,2024-06-25 00:00:00
1371,蔬菜,,贝贝南瓜,鲁冀,1.8,1.4,1.0,2024-06-25 00:00:00
1372,蔬菜,,金丝南瓜,鲁冀,0.9,0.8,0.7,2024-06-25 00:00:00
1373,蔬菜,,板栗南瓜,冀鲁,1.4,1.3,1.2,2024-06-25 00:00:00
1374,蔬菜,,南北瓜,桂琼冀,1.0,0.95,0.9,2024-06-25 00:00:00
1375,蔬菜,,尖椒,冀辽鲁,2.6,1.9,1.2,2024-06-25 00:00:00
1376,蔬菜,,红尖椒,鲁,3.5,3.0,2.5,2024-06-25 00:00:00
1377,蔬菜,,美人椒,鲁,5.0,4.5,4.0,2024-06-25 00:00:00
1378,蔬菜,,螺丝椒,鲁辽,3.5,2.75,2.0,2024-06-25 00:00:00
1379,蔬菜,,柿子椒,鲁辽冀,2.5,2.0,1.5,2024-06-25 00:00:00
1380,蔬菜,,线椒,鲁冀,2.5,2.0,1.5,2024-06-25 00:00:00
1381,蔬菜,,杭椒,鲁冀辽,2.5,2.0,1.5,2024-06-25 00:00:00
1382,蔬菜,,小米椒,云,6.5,5.75,5.0,2024-06-25 00:00:00
1383,蔬菜,,彩椒,鲁,4.5,4.25,4.0,2024-06-25 00:00:00
1384,蔬菜,,白萝卜,冀,0.6,0.5,0.4,2024-06-25 00:00:00
1385,蔬菜,,心里美,冀,1.3,1.25,1.2,2024-06-25 00:00:00
1386,蔬菜,,卞萝卜,冀,0.7,0.65,0.6,2024-06-25 00:00:00
1387,蔬菜,,青萝卜,冀鲁,1.0,0.8,0.6,2024-06-25 00:00:00
1388,蔬菜,,胡萝卜,鲁,1.3,1.25,1.2,2024-06-25 00:00:00
1389,蔬菜,,胡萝卜,鲁,1.5,1.4,1.3,2024-06-25 00:00:00
1390,蔬菜,,土豆,鲁冀,0.95,0.8,0.65,2024-06-25 00:00:00
1391,蔬菜,,葱头,冀京,0.9,0.85,0.8,2024-06-25 00:00:00
1392,蔬菜,,葱头,冀京,1.0,0.95,0.9,2024-06-25 00:00:00
1393,蔬菜,,山药,豫鲁,3.5,3.25,3.0,2024-06-25 00:00:00
1394,蔬菜,,山药,冀,5.0,4.5,4.0,2024-06-25 00:00:00
1395,蔬菜,,山药,豫冀,8.0,6.5,5.0,2024-06-25 00:00:00
1396,蔬菜,,莲藕,桂川,6.5,6.25,6.0,2024-06-25 00:00:00
1397,蔬菜,,红薯,冀,1.0,0.9,0.8,2024-06-25 00:00:00
1398,蔬菜,,红薯,琼粤,3.6,3.3,3.0,2024-06-25 00:00:00
1399,蔬菜,,红薯,冀粤琼,1.6,1.2,0.8,2024-06-25 00:00:00
1400,蔬菜,,紫薯,冀粤,4.6,3.6,2.6,2024-06-25 00:00:00
1401,蔬菜,,荸荠,皖,3.5,3.25,3.0,2024-06-25 00:00:00
1402,蔬菜,,芋头,鲁,4.0,3.5,3.0,2024-06-25 00:00:00
1403,蔬菜,,姜,鲁,5.0,4.75,4.5,2024-06-25 00:00:00
1404,蔬菜,,姜,鲁,7.0,6.5,6.0,2024-06-25 00:00:00
1405,蔬菜,,大蒜,豫鲁,3.2,2.7,2.2,2024-06-25 00:00:00
1406,蔬菜,,大蒜,豫苏鲁,5.4,4.6,3.8,2024-06-25 00:00:00
1407,蔬菜,,蒜米,鲁,4.2,3.9,3.6,2024-06-25 00:00:00
1408,蔬菜,,大葱,鲁,1.4,1.35,1.3,2024-06-25 00:00:00
1409,蔬菜,,小葱,冀辽,2.3,2.15,2.0,2024-06-25 00:00:00
1410,蔬菜,,蒜苗,鲁,5.5,4.0,2.5,2024-06-25 00:00:00
1411,蔬菜,,蒜黄,冀,8.0,7.9,7.8,2024-06-25 00:00:00
1412,蔬菜,,青蒜,甘,2.8,2.55,2.3,2024-06-25 00:00:00
1413,蔬菜,,平菇,京蒙,4.0,3.25,2.5,2024-06-25 00:00:00
1414,蔬菜,,香菇,冀,7.0,5.25,3.5,2024-06-25 00:00:00
1415,蔬菜,,白玉菇,冀豫京,4.0,3.5,3.0,2024-06-25 00:00:00
1416,蔬菜,,口蘑,冀闽,8.5,8.0,7.5,2024-06-25 00:00:00
1417,蔬菜,,杏鲍菇,苏豫津,4.0,3.25,2.5,2024-06-25 00:00:00
1418,蔬菜,,金针菇,辽鲁京,2.6,2.3,2.0,2024-06-25 00:00:00
1419,蔬菜,水菜,油菜,,1.0,0.9,0.8,2024-06-25 00:00:00
1420,蔬菜,水菜,小白菜,,2.2,1.85,1.5,2024-06-25 00:00:00
1421,蔬菜,水菜,油麦菜,,2.5,2.0,1.5,2024-06-25 00:00:00
1422,蔬菜,水菜,奶白菜,,2.5,2.25,2.0,2024-06-25 00:00:00
1423,蔬菜,水菜,散生菜,,2.2,1.85,1.5,2024-06-25 00:00:00
1424,蔬菜,水菜,香葱,,4.2,3.85,3.5,2024-06-25 00:00:00
1425,蔬菜,水菜,茼蒿,,8.0,7.5,7.0,2024-06-25 00:00:00
1426,蔬菜,水菜,蒿子秆,,3.3,2.9,2.5,2024-06-25 00:00:00
1427,蔬菜,水菜,水萝卜,,2.5,2.25,2.0,2024-06-25 00:00:00
1428,蔬菜,水菜,樱桃萝卜,,2.5,2.0,1.5,2024-06-25 00:00:00
1429,蔬菜,水菜,香芹,,2.5,2.15,1.8,2024-06-25 00:00:00
1430,蔬菜,水菜,菠菜,,4.0,3.5,3.0,2024-06-25 00:00:00
1431,蔬菜,水菜,苋菜,,2.7,2.5,2.3,2024-06-25 00:00:00
1432,蔬菜,水菜,菊花菜,,3.0,2.5,2.0,2024-06-25 00:00:00
1433,蔬菜,水菜,黄心菜,,4.0,3.75,3.5,2024-06-25 00:00:00
1434,蔬菜,水菜,青蒜,,2.0,1.75,1.5,2024-06-25 00:00:00
1435,蔬菜,水菜,盖菜,,3.5,3.0,2.5,2024-06-25 00:00:00
1436,蔬菜,水菜,芥兰,,2.0,1.75,1.5,2024-06-25 00:00:00
1437,蔬菜,水菜,菜心,,2.5,2.0,1.5,2024-06-25 00:00:00
1438,蔬菜,水菜,空心菜,,2.3,2.05,1.8,2024-06-25 00:00:00
1439,蔬菜,水菜,荠菜,,9.0,8.5,8.0,2024-06-25 00:00:00
1440,蔬菜,水菜,鸡毛菜,,3.0,2.75,2.5,2024-06-25 00:00:00
1441,蔬菜,水菜,荆芥,,3.5,3.0,2.5,2024-06-25 00:00:00
1442,蔬菜,水菜,紫苏叶,,4.5,4.25,4.0,2024-06-25 00:00:00
1443,蔬菜,水菜,豌豆苗,,5.5,5.25,5.0,2024-06-25 00:00:00
1444,蔬菜,水菜,快菜,,1.8,1.65,1.5,2024-06-25 00:00:00
1445,蔬菜,水菜,苦菊,,3.0,2.5,2.0,2024-06-25 00:00:00
1446,蔬菜,水菜,穿心莲,,2.8,2.65,2.5,2024-06-25 00:00:00
1447,蔬菜,水菜,木耳菜,,2.5,2.25,2.0,2024-06-25 00:00:00
1448,水果,其他类,菠萝,,3.0,2.5,2.0,2024-06-25 00:00:00
1449,水果,其他类,凤梨,国产,5.0,3.9,2.8,2024-06-25 00:00:00
1450,水果,其他类,圣女果,,5.5,4.6,3.7,2024-06-25 00:00:00
1451,水果,其他类,百香果,,12.0,11.0,10.0,2024-06-25 00:00:00
1452,水果,其他类,人参果,,6.5,6.0,5.5,2024-06-25 00:00:00
1453,水果,其他类,杨梅,,18.0,13.5,9.0,2024-06-25 00:00:00
1454,水果,其他类,蓝莓,,45.0,35.0,25.0,2024-06-25 00:00:00
1455,水果,其他类,火龙果,,11.0,9.0,7.0,2024-06-25 00:00:00
1456,水果,其他类,火龙果,,7.3,6.3,5.3,2024-06-25 00:00:00
1457,水果,其他类,木瓜,,5.0,4.6,4.2,2024-06-25 00:00:00
1458,水果,其他类,桑葚,,8.0,7.0,6.0,2024-06-25 00:00:00
1459,水果,其他类,桑葚,,9.0,7.5,6.0,2024-06-25 00:00:00
1460,水果,其他类,柠檬,,4.0,3.5,3.0,2024-06-25 00:00:00
1461,水果,其他类,姑娘果（灯笼果）,,20.0,15.0,10.0,2024-06-25 00:00:00
1462,水果,梨类,鸭梨,,1.9,1.75,1.6,2024-06-25 00:00:00
1463,水果,梨类,雪花梨,,1.85,1.73,1.6,2024-06-25 00:00:00
1464,水果,梨类,皇冠梨,,2.7,2.55,2.4,2024-06-25 00:00:00
1465,水果,梨类,丰水梨,,3.1,2.95,2.8,2024-06-25 00:00:00
1466,水果,梨类,酥梨,,2.1,2.0,1.9,2024-06-25 00:00:00
1467,水果,梨类,库尔勒香梨,,5.9,4.7,3.5,2024-06-25 00:00:00
1468,水果,梨类,红香酥梨,,2.6,2.55,2.5,2024-06-25 00:00:00
1469,水果,梨类,秋月梨,,4.0,3.8,3.6,2024-06-25 00:00:00
1470,水果,柑橘类,丑橘,,4.3,3.65,3.0,2024-06-25 00:00:00
1471,水果,柑橘类,沃柑,,5.5,5.25,5.0,2024-06-25 00:00:00
1472,水果,柑橘类,伦晚脐橙,,3.2,2.85,2.5,2024-06-25 00:00:00
1473,水果,柑橘类,夏橙,,3.2,2.85,2.5,2024-06-25 00:00:00
1474,水果,桃李杏类,油桃,,6.0,3.9,1.8,2024-06-25 00:00:00
1475,水果,桃李杏类,蟠桃,,6.0,4.75,3.5,2024-06-25 00:00:00
1476,水果,桃李杏类,水蜜桃,,13.0,10.5,8.0,2024-06-25 00:00:00
1477,水果,桃李杏类,春雪,,12.0,9.5,7.0,2024-06-25 00:00:00
1478,水果,桃李杏类,黄油桃,,8.0,6.0,4.0,2024-06-25 00:00:00
1479,水果,桃李杏类,黄毛桃,,10.0,9.0,8.0,2024-06-25 00:00:00
1480,水果,桃李杏类,突围,,4.5,3.5,2.5,2024-06-25 00:00:00
1481,水果,桃李杏类,黄油蟠,,10.0,9.5,9.0,2024-06-25 00:00:00
1482,水果,桃李杏类,猕猴桃,,7.0,6.75,6.5,2024-06-25 00:00:00
1483,水果,桃李杏类,李子,,6.0,3.75,1.5,2024-06-25 00:00:00
1484,水果,桃李杏类,小白杏,,3.0,2.25,1.5,2024-06-25 00:00:00
1485,水果,桃李杏类,串红杏,,4.0,2.75,1.5,2024-06-25 00:00:00
1486,水果,桃李杏类,杏梅,,5.0,4.0,3.0,2024-06-25 00:00:00
1487,水果,西瓜类,无籽小号-大号,,1.0,0.9,0.8,2024-06-25 00:00:00
1488,水果,西瓜类,麒麟,,2.0,1.75,1.5,2024-06-25 00:00:00
1489,水果,西瓜类,特小凤,,2.3,2.15,2.0,2024-06-25 00:00:00
1490,水果,西瓜类,L600吊秧瓜,,1.8,1.65,1.5,2024-06-25 00:00:00
1491,水果,西瓜类,甜王,,0.9,0.73,0.55,2024-06-25 00:00:00
1492,水果,西瓜类,金城5号,,1.0,0.9,0.8,2024-06-25 00:00:00
1493,水果,西瓜类,蜜童,,1.8,1.55,1.3,2024-06-25 00:00:00
1494,水果,西瓜类,8424西瓜,,1.5,1.3,1.1,2024-06-25 00:00:00
1495,水果,香蕉类,国产香蕉,,3.6,3.3,3.0,2024-06-25 00:00:00
1496,水果,香蕉类,进口香蕉,,4.6,4.2,3.8,2024-06-25 00:00:00
1497,水果,香蕉类,泰国香蕉,,10.5,10.25,10.0,2024-06-25 00:00:00
1498,水果,香蕉类,苹果蕉,,5.0,4.5,4.0,2024-06-25 00:00:00
1499,水果,甜瓜类,晓蜜25号,,2.3,2.05,1.8,2024-06-25 00:00:00
1500,水果,甜瓜类,玉菇,,2.1,2.0,1.9,2024-06-25 00:00:00
1501,水果,甜瓜类,网纹,,6.0,5.5,5.0,2024-06-25 00:00:00
1502,水果,甜瓜类,景甜甜瓜,,2.4,1.95,1.5,2024-06-25 00:00:00
1503,水果,甜瓜类,白糖罐,,2.5,2.15,1.8,2024-06-25 00:00:00
1504,水果,甜瓜类,羊角蜜,,3.0,2.2,1.4,2024-06-25 00:00:00
1505,水果,甜瓜类,花蕾甜瓜,,3.0,2.75,2.5,2024-06-25 00:00:00
1506,水果,甜瓜类,脆梨,,1.8,1.75,1.7,2024-06-25 00:00:00
1507,水果,甜瓜类,绿宝甜瓜,,3.0,2.7,2.4,2024-06-25 00:00:00
1508,水果,甜瓜类,博阳,,2.8,2.0,1.2,2024-06-25 00:00:00
1509,水果,甜瓜类,红金蜜,,1.8,1.65,1.5,2024-06-25 00:00:00
1510,水果,甜瓜类,东北甜瓜,,3.5,3.25,3.0,2024-06-25 00:00:00
1511,水果,甜瓜类,久红瑞,,1.8,1.65,1.5,2024-06-25 00:00:00
1512,水果,苹果类,富士,,4.3,3.15,2.0,2024-06-25 00:00:00
1513,水果,苹果类,富士,,2.6,2.2,1.8,2024-06-25 00:00:00
1514,水果,苹果类,富士,,5.5,5.0,4.5,2024-06-25 00:00:00
1515,水果,苹果类,黄元帅,,3.6,3.05,2.5,2024-06-25 00:00:00
1516,水果,苹果类,花牛,,5.0,3.5,2.0,2024-06-25 00:00:00
1517,水果,苹果类,阿克苏,新疆,4.6,4.15,3.7,2024-06-25 00:00:00
1518,水果,苹果类,国光,,3.5,3.0,2.5,2024-06-25 00:00:00
1519,水果,葡萄类,阳光玫瑰,,28.0,20.0,12.0,2024-06-25 00:00:00
1520,水果,葡萄类,红提葡萄,,13.0,12.0,11.0,2024-06-25 00:00:00
1521,水果,葡萄类,玫瑰香,,13.0,11.0,9.0,2024-06-25 00:00:00
1522,水果,葡萄类,克伦生,,16.0,12.0,8.0,2024-06-25 00:00:00
1523,水果,葡萄类,夏黑葡萄,,13.0,11.5,10.0,2024-06-25 00:00:00
1524,水果,葡萄类,郁金香,,13.0,9.5,6.0,2024-06-25 00:00:00
1525,水果,葡萄类,美人指,,11.0,10.25,9.5,2024-06-25 00:00:00
1526,水果,葡萄类,巨峰葡萄,,9.0,7.5,6.0,2024-06-25 00:00:00
1527,水果,葡萄类,青提（维多利亚）,,8.0,6.5,5.0,2024-06-25 00:00:00
1528,水果,葡萄类,乒乓球葡萄,,12.0,10.5,9.0,2024-06-25 00:00:00
1529,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-25 00:00:00
1530,水果,芒果类,台农,,6.0,5.5,5.0,2024-06-25 00:00:00
1531,水果,芒果类,青皮,,5.5,5.0,4.5,2024-06-25 00:00:00
1532,水果,芒果类,象牙芒,,6.5,6.0,5.5,2024-06-25 00:00:00
1533,水果,芒果类,贵妃芒,,7.5,7.0,6.5,2024-06-25 00:00:00
1534,水果,芒果类,澳芒,,9.0,8.0,7.0,2024-06-25 00:00:00
1535,水果,芒果类,水仙芒果,,8.5,8.0,7.5,2024-06-25 00:00:00
1536,水果,荔枝类,妃子笑,,16.0,14.5,13.0,2024-06-25 00:00:00
1537,水果,樱桃类,美早,,52.0,30.0,8.0,2024-06-25 00:00:00
1538,水果,樱桃类,南阳,,30.0,25.0,20.0,2024-06-25 00:00:00
1539,水果,樱桃类,巴托,,15.0,12.0,9.0,2024-06-25 00:00:00
1540,水果,樱桃类,金顶红,,18.0,14.0,10.0,2024-06-25 00:00:00
1541,水果,樱桃类,沙蜜托,,20.0,15.0,10.0,2024-06-25 00:00:00
1542,肉禽蛋,猪肉类,白条猪,,11.5,11.5,11.5,2024-06-25 00:00:00
1543,肉禽蛋,猪肉类,白条猪,,10.5,10.5,10.5,2024-06-25 00:00:00
1544,肉禽蛋,猪肉类,前臀尖,,11.0,11.0,11.0,2024-06-25 00:00:00
