ID,编号,价格,成交数量,竞买率,成交占比,日期,大盘最低价格,大盘最高价格
1250827,2078,14,3289,39,2,45477,2955,2996
1250826,2078,14,5088,39,3,45477,2955,2996
1250825,2078,14,5527,62,3,45477,2955,2996
1250824,2078,14,7959,63,4,45477,2955,2996
1250823,2078,14,6437,30,4,45477,2955,2996
1250822,2078,14,4433,22,2,45477,2955,2996
1250821,2078,14,7488,20,4,45477,2955,2996
1250820,2078,14,4795,60,3,45477,2955,2996
1250819,2078,14,5400,47,3,45477,2955,2996
1250818,2078,14,9019,62,5,45477,2955,2996
1250817,2078,14,4093,43,2,45477,2955,2996
1250816,2078,14,3434,57,2,45477,2955,2996
1250815,2078,14,3790,55,2,45477,2955,2996
1250814,2078,14,2372,27,1,45477,2955,2996
1250813,2078,14,121,0,0,45477,2955,2996
1248677,2078,14,233,100,0,45476,2978,2999
1248676,2078,14,368,0,0,45476,2978,2999
1248675,2078,14,63,100,0,45476,2978,2999
1248674,2078,14,153,93,0,45476,2978,2999
1248673,2078,14,624,57,0,45476,2978,2999
1248672,2078,14,1226,62,1,45476,2978,2999
1248671,2078,14,2209,49,1,45476,2978,2999
1248670,2078,14,2462,54,2,45476,2978,2999
1248669,2078,14,1952,35,1,45476,2978,2999
1248668,2078,14,1343,54,1,45476,2978,2999
1248667,2078,14,1880,26,1,45476,2978,2999
1248666,2078,14,1001,34,1,45476,2978,2999
1248665,2078,14,2119,55,1,45476,2978,2999
1248664,2078,14,2994,54,2,45476,2978,2999
1248663,2078,14,7146,59,4,45476,2978,2999
1248662,2078,14,10033,61,6,45476,2978,2999
1248661,2078,14,20314,36,13,45476,2978,2999
1248660,2078,14,13271,51,8,45476,2978,2999
1248659,2078,14,18460,20,12,45476,2978,2999
1248658,2078,14,7947,37,5,45476,2978,2999
1248657,2078,14,12514,49,8,45476,2978,2999
1248656,2078,14,12304,40,8,45476,2978,2999
1248655,2078,14,11264,36,7,45476,2978,2999
1248654,2078,14,7193,43,4,45476,2978,2999
1248653,2078,14,8416,38,5,45476,2978,2999
1248652,2078,14,5596,46,4,45476,2978,2999
1248651,2078,14,5800,4,4,45476,2978,2999
1248650,2078,14,1227,0,1,45476,2978,2999
1246733,2078,14,610,100,0,45475,2989,3005
1246732,2078,14,2017,47,1,45475,2989,3005
1246731,2078,14,2472,32,1,45475,2989,3005
1246730,2078,14,1458,42,1,45475,2989,3005
1246729,2078,14,4701,43,2,45475,2989,3005
1246728,2078,14,6922,61,3,45475,2989,3005
1246727,2078,14,5166,71,2,45475,2989,3005
1246726,2078,14,8274,59,4,45475,2989,3005
1246725,2078,14,8584,60,4,45475,2989,3005
1246724,2078,14,8057,71,4,45475,2989,3005
1246723,2078,14,6793,75,3,45475,2989,3005
1246722,2078,14,14076,67,6,45475,2989,3005
1246721,2078,14,18782,60,8,45475,2989,3005
1246720,2078,14,18533,60,8,45475,2989,3005
1246719,2078,14,21110,59,9,45475,2989,3005
1246718,2078,14,19558,51,9,45475,2989,3005
1246717,2078,14,20106,56,9,45475,2989,3005
1246716,2078,14,9172,30,4,45475,2989,3005
1246715,2078,14,12506,65,5,45475,2989,3005
1246714,2078,14,16961,53,7,45475,2989,3005
1246713,2078,14,5275,43,2,45475,2989,3005
1246712,2078,14,6189,63,3,45475,2989,3005
1246711,2078,14,4559,32,2,45475,2989,3005
1246710,2078,14,1360,28,1,45475,2989,3005
1246709,2078,14,3115,60,1,45475,2989,3005
1246708,2078,14,600,29,0,45475,2989,3005
1246707,2078,14,1847,58,1,45475,2989,3005
1246706,2078,14,7,0,0,45475,2989,3005
1245056,2078,14,164,100,0,45474,2962,2996
1245055,2078,14,701,77,1,45474,2962,2996
1245054,2078,14,1526,38,1,45474,2962,2996
1245053,2078,14,13,100,0,45474,2962,2996
1245052,2078,14,2191,55,2,45474,2962,2996
1245051,2078,14,488,80,0,45474,2962,2996
1245050,2078,14,2261,82,2,45474,2962,2996
1245049,2078,14,1322,59,1,45474,2962,2996
1245048,2078,14,780,3,1,45474,2962,2996
1245047,2078,14,1287,59,1,45474,2962,2996
1245046,2078,14,528,97,0,45474,2962,2996
1245045,2078,14,485,49,0,45474,2962,2996
1245044,2078,14,1819,74,1,45474,2962,2996
1245043,2078,14,2953,29,2,45474,2962,2996
1245042,2078,14,1414,42,1,45474,2962,2996
1245041,2078,14,519,4,0,45474,2962,2996
1245040,2078,14,641,69,0,45474,2962,2996
1245039,2078,14,2895,86,2,45474,2962,2996
1245038,2078,14,772,87,1,45474,2962,2996
1245037,2078,14,870,60,1,45474,2962,2996
1245036,2078,14,2510,35,2,45474,2962,2996
1245035,2078,14,5446,75,4,45474,2962,2996
1245034,2078,14,9752,68,7,45474,2962,2996
1245033,2078,14,12688,59,9,45474,2962,2996
1245032,2078,14,5570,59,4,45474,2962,2996
1245031,2078,14,6909,75,5,45474,2962,2996
1245030,2078,14,6279,59,5,45474,2962,2996
1245029,2078,14,3957,48,3,45474,2962,2996
1245028,2078,14,4207,49,3,45474,2962,2996
1245027,2078,14,5293,60,4,45474,2962,2996
1245026,2078,14,4639,61,3,45474,2962,2996
1245025,2078,14,9186,63,7,45474,2962,2996
1245024,2078,14,8755,63,6,45474,2962,2996
1245023,2078,14,9197,55,7,45474,2962,2996
1245022,2078,14,3838,43,3,45474,2962,2996
1245021,2078,14,2586,40,2,45474,2962,2996
1245020,2078,14,1213,14,1,45474,2962,2996
1245019,2078,14,1013,40,1,45474,2962,2996
1245018,2078,14,768,14,1,45474,2962,2996
1245017,2078,14,1190,32,1,45474,2962,2996
1245016,2078,14,944,21,1,45474,2962,2996
1245015,2078,14,970,51,1,45474,2962,2996
1245014,2078,14,986,41,1,45474,2962,2996
1245013,2078,14,255,38,0,45474,2962,2996
1244292,2078,14,3068,48,2,45474,2962,2996
1242733,2078,14,5662,49,6,45471,2940,2985
1242732,2078,14,6624,28,7,45471,2940,2985
1242731,2078,14,4485,27,5,45471,2940,2985
1242730,2078,14,2832,33,3,45471,2940,2985
1242729,2078,14,2328,42,2,45471,2940,2985
1242728,2078,14,28,0,0,45471,2940,2985
1242225,2078,14,394,100,0,45471,2940,2985
1242224,2078,14,3712,50,4,45471,2940,2985
1242223,2078,14,2978,61,3,45471,2940,2985
1242222,2078,14,2986,17,3,45471,2940,2985
1242221,2078,14,3126,51,3,45471,2940,2985
1242220,2078,14,5124,51,5,45471,2940,2985
1242219,2078,14,7710,42,8,45471,2940,2985
1242218,2078,14,7262,35,8,45471,2940,2985
1242217,2078,14,7306,29,8,45471,2940,2985
1242216,2078,14,5249,30,6,45471,2940,2985
1242215,2078,14,136,100,0,45471,2940,2985
1242214,2078,14,237,0,0,45471,2940,2985
1242213,2078,14,1099,79,1,45471,2940,2985
1242212,2078,14,2446,48,3,45471,2940,2985
1242211,2078,14,5527,65,6,45471,2940,2985
1242210,2078,14,2406,44,3,45471,2940,2985
1242209,2078,14,1828,25,2,45471,2940,2985
1242208,2078,14,2248,68,2,45471,2940,2985
1242207,2078,14,3204,53,3,45471,2940,2985
1242206,2078,14,3782,45,4,45471,2940,2985
1242205,2078,14,4310,53,5,45471,2940,2985
1242204,2078,14,413,49,0,45471,2940,2985
1240532,2078,14,200,100,0,45470,2945,2963
1240531,2078,14,563,86,0,45470,2945,2963
1240530,2078,14,3664,75,3,45470,2945,2963
1240529,2078,14,1702,34,1,45470,2945,2963
1240528,2078,14,3585,80,3,45470,2945,2963
1240527,2078,14,5304,68,4,45470,2945,2963
1240526,2078,14,4481,61,4,45470,2945,2963
1240525,2078,14,3853,66,3,45470,2945,2963
1240524,2078,14,5240,45,4,45470,2945,2963
1240523,2078,14,2378,40,2,45470,2945,2963
1240522,2078,14,3101,69,2,45470,2945,2963
1240521,2078,14,5258,67,4,45470,2945,2963
1240520,2078,14,6235,47,5,45470,2945,2963
1240519,2078,14,7763,43,6,45470,2945,2963
1240518,2078,14,5476,49,4,45470,2945,2963
1240517,2078,14,8269,43,7,45470,2945,2963
1240516,2078,14,7190,59,6,45470,2945,2963
1240515,2078,14,5578,40,4,45470,2945,2963
1240514,2078,14,5531,46,4,45470,2945,2963
1240513,2078,14,9555,49,8,45470,2945,2963
1240074,2078,14,6154,60,5,45470,2945,2963
1240073,2078,14,7501,46,6,45470,2945,2963
1240072,2078,14,4730,50,4,45470,2945,2963
1240071,2078,14,2070,41,2,45470,2945,2963
1240070,2078,14,2526,32,2,45470,2945,2963
1240069,2078,14,2254,59,2,45470,2945,2963
1240068,2078,14,1645,57,1,45470,2945,2963
1240067,2078,14,749,63,1,45470,2945,2963
1240066,2078,14,1371,22,1,45470,2945,2963
1240065,2078,14,369,0,0,45470,2945,2963
1237612,2078,14,676,100,1,45469,2933,2977
1237611,2078,14,991,65,1,45469,2933,2977
1237610,2078,14,2462,67,2,45469,2933,2977
1237609,2078,14,5002,81,5,45469,2933,2977
1237608,2078,14,6981,74,6,45469,2933,2977
1237607,2078,14,6692,67,6,45469,2933,2977
1237606,2078,14,8215,64,8,45469,2933,2977
1237605,2078,14,10682,59,10,45469,2933,2977
1237604,2078,14,14940,50,14,45469,2933,2977
1237603,2078,14,11945,41,11,45469,2933,2977
1237602,2078,14,8004,32,7,45469,2933,2977
1237601,2078,14,4889,62,5,45469,2933,2977
1237600,2078,14,6778,43,6,45469,2933,2977
1237599,2078,14,4314,28,4,45469,2933,2977
1237598,2078,14,3246,49,3,45469,2933,2977
1237597,2078,14,2326,34,2,45469,2933,2977
1237596,2078,14,2462,29,2,45469,2933,2977
1237595,2078,14,2042,48,2,45469,2933,2977
1237594,2078,14,1102,52,1,45469,2933,2977
1237593,2078,14,1154,48,1,45469,2933,2977
1237592,2078,14,380,39,0,45469,2933,2977
1237591,2078,14,543,63,1,45469,2933,2977
1237590,2078,14,945,47,1,45469,2933,2977
1237589,2078,14,418,23,0,45469,2933,2977
1237588,2078,14,801,33,1,45469,2933,2977
1234902,2078,14,62,0,0,45468,2936,2972
1234901,2078,14,179,100,0,45468,2936,2972
1234900,2078,14,233,87,0,45468,2936,2972
1234899,2078,14,45,0,0,45468,2936,2972
1234898,2078,14,79,0,0,45468,2936,2972
1234897,2078,14,117,0,0,45468,2936,2972
1234896,2078,14,1034,66,1,45468,2936,2972
1234895,2078,14,1373,49,1,45468,2936,2972
1234894,2078,14,2840,52,2,45468,2936,2972
1234893,2078,14,2286,33,2,45468,2936,2972
1234892,2078,14,1633,34,1,45468,2936,2972
1234891,2078,14,2353,47,2,45468,2936,2972
1234890,2078,14,4477,35,4,45468,2936,2972
1234889,2078,14,4982,61,4,45468,2936,2972
1234888,2078,14,8053,73,6,45468,2936,2972
1234887,2078,14,7790,57,6,45468,2936,2972
1234886,2078,14,8934,73,7,45468,2936,2972
1234885,2078,14,8572,54,7,45468,2936,2972
1234884,2078,14,7607,49,6,45468,2936,2972
1234883,2078,14,11223,57,9,45468,2936,2972
1234882,2078,14,7890,39,6,45468,2936,2972
1234881,2078,14,7287,45,6,45468,2936,2972
1234880,2078,14,4837,31,4,45468,2936,2972
1234879,2078,14,4324,22,3,45468,2936,2972
1234878,2078,14,1834,13,1,45468,2936,2972
1234877,2078,14,1196,76,1,45468,2936,2972
1234876,2078,14,1875,24,1,45468,2936,2972
1234875,2078,14,1330,83,1,45468,2936,2972
1234874,2078,14,1060,0,1,45468,2936,2972
1234873,2078,14,1595,82,1,45468,2936,2972
1234872,2078,14,3811,49,3,45468,2936,2972
1234871,2078,14,4996,25,4,45468,2936,2972
1234870,2078,14,1840,51,1,45468,2936,2972
1234869,2078,14,1118,21,1,45468,2936,2972
1234868,2078,14,1590,45,1,45468,2936,2972
1234867,2078,14,2503,25,2,45468,2936,2972
1234866,2078,14,1621,38,1,45468,2936,2972
1234865,2078,14,1754,55,1,45468,2936,2972
1234864,2078,14,681,36,1,45468,2936,2972
1234863,2078,14,996,17,1,45468,2936,2972
1234862,2078,14,65,0,0,45468,2936,2972
1232163,2078,14,69,100,0,45467,2960,2991
1232162,2078,14,690,87,1,45467,2960,2991
1232161,2078,14,875,54,1,45467,2960,2991
1232160,2078,14,3323,82,3,45467,2960,2991
1232159,2078,14,8136,74,7,45467,2960,2991
1232158,2078,14,2374,34,2,45467,2960,2991
1232157,2078,14,3159,67,3,45467,2960,2991
1232156,2078,14,5605,80,5,45467,2960,2991
1232155,2078,14,6179,39,5,45467,2960,2991
1232154,2078,14,4316,43,4,45467,2960,2991
1232153,2078,14,2053,36,2,45467,2960,2991
1232152,2078,14,2751,60,2,45467,2960,2991
1232151,2078,14,2592,30,2,45467,2960,2991
1232150,2078,14,1842,76,2,45467,2960,2991
1232149,2078,14,5695,59,5,45467,2960,2991
1232148,2078,14,8604,56,7,45467,2960,2991
1232147,2078,14,9951,40,9,45467,2960,2991
1232146,2078,14,7734,50,7,45467,2960,2991
1232145,2078,14,9104,33,8,45467,2960,2991
1232144,2078,14,6247,41,5,45467,2960,2991
1232143,2078,14,5699,24,5,45467,2960,2991
1232142,2078,14,2712,47,2,45467,2960,2991
1232141,2078,14,2806,49,2,45467,2960,2991
1232140,2078,14,4438,59,4,45467,2960,2991
1232139,2078,14,3456,37,3,45467,2960,2991
1232138,2078,14,2568,58,2,45467,2960,2991
1232137,2078,14,1510,24,1,45467,2960,2991
1232136,2078,14,476,9,0,45467,2960,2991
1232135,2078,14,372,100,0,45467,2960,2991
1232134,2078,14,660,0,1,45467,2960,2991
1229885,2078,14,613,45,0,45464,2986,3012
1229884,2078,14,2333,77,1,45464,2986,3012
1229883,2078,14,1800,55,1,45464,2986,3012
1229882,2078,14,2214,55,1,45464,2986,3012
1229881,2078,14,3904,58,2,45464,2986,3012
1229880,2078,14,4086,65,3,45464,2986,3012
1229879,2078,14,4297,20,3,45464,2986,3012
1229878,2078,14,2666,62,2,45464,2986,3012
1229877,2078,14,3716,28,2,45464,2986,3012
1229876,2078,14,3118,17,2,45464,2986,3012
1229875,2078,14,1144,21,1,45464,2986,3012
1229874,2078,14,1596,67,1,45464,2986,3012
1229873,2078,14,2800,62,2,45464,2986,3012
1229872,2078,14,6788,43,4,45464,2986,3012
1229871,2078,14,5897,35,4,45464,2986,3012
1229870,2078,14,8637,36,5,45464,2986,3012
1229869,2078,14,7121,42,5,45464,2986,3012
1229868,2078,14,9045,57,6,45464,2986,3012
1229867,2078,14,10939,46,7,45464,2986,3012
1229866,2078,14,5996,27,4,45464,2986,3012
1229865,2078,14,1914,38,1,45464,2986,3012
1229864,2078,14,6155,4,4,45464,2986,3012
1229863,2078,14,819,55,1,45464,2986,3012
1229862,2078,14,4810,86,3,45464,2986,3012
1229861,2078,14,7227,56,5,45464,2986,3012
1229860,2078,14,3805,44,2,45464,2986,3012
1229859,2078,14,2221,47,1,45464,2986,3012
1229858,2078,14,7065,78,4,45464,2986,3012
1229857,2078,14,5970,62,4,45464,2986,3012
1229856,2078,14,6823,51,4,45464,2986,3012
1229855,2078,14,10399,47,7,45464,2986,3012
1229854,2078,14,8036,25,5,45464,2986,3012
1229853,2078,14,3478,24,2,45464,2986,3012
1229852,2078,14,772,15,0,45464,2986,3012
1227497,2078,14,122,100,0,45463,3002,3029
1227496,2078,14,1389,66,1,45463,3002,3029
1227495,2078,14,3059,92,2,45463,3002,3029
1227494,2078,14,3140,36,2,45463,3002,3029
1227493,2078,14,1952,49,1,45463,3002,3029
1227492,2078,14,2688,46,2,45463,3002,3029
1227491,2078,14,2599,63,2,45463,3002,3029
1227490,2078,14,6685,68,4,45463,3002,3029
1227489,2078,14,8471,56,5,45463,3002,3029
1227488,2078,14,7461,30,5,45463,3002,3029
1227487,2078,14,1934,28,1,45463,3002,3029
1227486,2078,14,4395,72,3,45463,3002,3029
1227485,2078,14,12501,58,8,45463,3002,3029
1227484,2078,14,15309,61,10,45463,3002,3029
1227483,2078,14,11268,51,7,45463,3002,3029
1227482,2078,14,11911,42,7,45463,3002,3029
1227481,2078,14,5402,53,3,45463,3002,3029
1227480,2078,14,5850,67,4,45463,3002,3029
1227479,2078,14,4851,52,3,45463,3002,3029
1227478,2078,14,6349,55,4,45463,3002,3029
1227477,2078,14,4491,46,3,45463,3002,3029
1227476,2078,14,4247,68,3,45463,3002,3029
1227475,2078,14,5062,69,3,45463,3002,3029
1227474,2078,14,4416,51,3,45463,3002,3029
1227473,2078,14,3111,46,2,45463,3002,3029
1227472,2078,14,3444,67,2,45463,3002,3029
1227471,2078,14,770,51,0,45463,3002,3029
1227470,2078,14,1776,74,1,45463,3002,3029
1227469,2078,14,1830,59,1,45463,3002,3029
1227468,2078,14,1842,59,1,45463,3002,3029
1227467,2078,14,1156,49,1,45463,3002,3029
1227466,2078,14,460,10,0,45463,3002,3029
1227465,2078,14,694,93,0,45463,3002,3029
1227464,2078,14,1119,46,1,45463,3002,3029
1227463,2078,14,673,23,0,45463,3002,3029
1227462,2078,14,2069,59,1,45463,3002,3029
1227461,2078,14,1323,56,1,45463,3002,3029
1227460,2078,14,624,55,0,45463,3002,3029
1227459,2078,14,648,55,0,45463,3002,3029
1227458,2078,14,970,37,1,45463,3002,3029
1227457,2078,14,1751,47,1,45463,3002,3029
1227456,2078,14,537,28,0,45463,3002,3029
1227455,2078,14,148,0,0,45463,3002,3029
1225668,2078,14,1852,100,2,45462,3015,3030
1225667,2078,14,3922,71,3,45462,3015,3030
1225666,2078,14,3495,51,3,45462,3015,3030
1225665,2078,14,7284,38,6,45462,3015,3030
1225664,2078,14,6852,57,6,45462,3015,3030
1225663,2078,14,8854,69,8,45462,3015,3030
1225662,2078,14,9700,60,8,45462,3015,3030
1225661,2078,14,8881,49,8,45462,3015,3030
1225660,2078,14,7635,45,6,45462,3015,3030
1225659,2078,14,12634,47,11,45462,3015,3030
1225658,2078,14,10500,42,9,45462,3015,3030
1225657,2078,14,8960,51,8,45462,3015,3030
1225656,2078,14,7826,43,7,45462,3015,3030
1225655,2078,14,7154,39,6,45462,3015,3030
1225654,2078,14,4773,52,4,45462,3015,3030
1225653,2078,14,3263,43,3,45462,3015,3030
1225652,2078,14,2422,21,2,45462,3015,3030
1225651,2078,14,1348,27,1,45462,3015,3030
1225650,2078,14,445,0,0,45462,3015,3030
1223552,2078,14,383,51,0,45461,3013,3032
1223551,2078,14,1417,83,1,45461,3013,3032
1223550,2078,14,2468,87,2,45461,3013,3032
1223549,2078,14,4906,46,3,45461,3013,3032
1223548,2078,14,7009,63,4,45461,3013,3032
1223547,2078,14,15413,74,10,45461,3013,3032
1223546,2078,14,28478,38,18,45461,3013,3032
1223545,2078,14,13040,41,8,45461,3013,3032
1223544,2078,14,8812,36,6,45461,3013,3032
1223543,2078,14,12919,77,8,45461,3013,3032
1223542,2078,14,8735,34,5,45461,3013,3032
1223541,2078,14,5107,44,3,45461,3013,3032
1223540,2078,14,6006,63,4,45461,3013,3032
1223539,2078,14,10225,65,6,45461,3013,3032
1223538,2078,14,3818,49,2,45461,3013,3032
1223537,2078,14,5741,44,4,45461,3013,3032
1223536,2078,14,3028,42,2,45461,3013,3032
1223535,2078,14,3225,18,2,45461,3013,3032
1223534,2078,14,3847,44,2,45461,3013,3032
1223533,2078,14,4151,47,3,45461,3013,3032
1223532,2078,14,3891,29,2,45461,3013,3032
1223531,2078,14,1595,44,1,45461,3013,3032
1223530,2078,14,1988,15,1,45461,3013,3032
1223529,2078,14,763,47,0,45461,3013,3032
1223528,2078,14,1664,25,1,45461,3013,3032
1223527,2078,14,535,29,0,45461,3013,3032
1223526,2078,15,452,0,0,45461,3013,3032
1221734,2078,14,310,100,0,45460,3012,3027
1221733,2078,14,2710,96,2,45460,3012,3027
1221732,2078,14,3860,32,3,45460,3012,3027
1221731,2078,14,3513,53,3,45460,3012,3027
1221730,2078,14,5765,70,5,45460,3012,3027
1221729,2078,14,8572,70,7,45460,3012,3027
1221728,2078,14,5272,49,4,45460,3012,3027
1221727,2078,14,4118,41,3,45460,3012,3027
1221726,2078,14,4319,33,4,45460,3012,3027
1221725,2078,14,2631,48,2,45460,3012,3027
1221724,2078,14,999,84,1,45460,3012,3027
1221723,2078,15,9393,90,8,45460,3012,3027
1221722,2078,15,6252,45,5,45460,3012,3027
1221721,2078,15,8797,66,7,45460,3012,3027
1221720,2078,15,9143,38,8,45460,3012,3027
1221719,2078,15,7065,25,6,45460,3012,3027
1221718,2078,15,1673,51,1,45460,3012,3027
1221717,2078,15,2069,29,2,45460,3012,3027
1221716,2078,15,1671,59,1,45460,3012,3027
1221715,2078,15,1481,42,1,45460,3012,3027
1221714,2078,15,2381,64,2,45460,3012,3027
1221713,2078,15,2018,63,2,45460,3012,3027
1221712,2078,15,2338,29,2,45460,3012,3027
1221711,2078,15,543,40,0,45460,3012,3027
1221710,2078,15,937,80,1,45460,3012,3027
1221709,2078,15,1425,12,1,45460,3012,3027
1221708,2078,15,710,23,1,45460,3012,3027
1221707,2078,15,536,87,0,45460,3012,3027
1221706,2078,15,347,54,0,45460,3012,3027
1221705,2078,15,573,79,0,45460,3012,3027
1221704,2078,15,1462,46,1,45460,3012,3027
1221703,2078,15,1043,49,1,45460,3012,3027
1221702,2078,15,596,30,0,45460,3012,3027
1221701,2078,15,683,80,1,45460,3012,3027
1221700,2078,15,228,10,0,45460,3012,3027
1221699,2078,15,175,96,0,45460,3012,3027
1221698,2078,15,40,50,0,45460,3012,3027
1221697,2078,15,1050,65,1,45460,3012,3027
1221696,2078,15,977,53,1,45460,3012,3027
1221695,2078,15,734,71,1,45460,3012,3027
1221694,2078,15,1802,33,1,45460,3012,3027
1221693,2078,15,2358,67,2,45460,3012,3027
1221692,2078,15,1327,54,1,45460,3012,3027
1221691,2078,15,3374,21,3,45460,3012,3027
1221690,2078,15,1900,16,2,45460,3012,3027
1221689,2078,15,527,19,0,45460,3012,3027
1221688,2078,15,667,20,1,45460,3012,3027
1221687,2078,15,225,12,0,45460,3012,3027
1219619,2078,14,207,100,0,45457,3012,3038
1219618,2078,14,1614,76,1,45457,3012,3038
1219617,2078,14,1485,66,1,45457,3012,3038
1219616,2078,14,1651,63,1,45457,3012,3038
1219615,2078,14,5136,90,4,45457,3012,3038
1219614,2078,15,2948,56,2,45457,3012,3038
1219613,2078,15,4344,27,4,45457,3012,3038
1219612,2078,15,3451,65,3,45457,3012,3038
1219611,2078,15,3655,56,3,45457,3012,3038
1219610,2078,15,6391,52,5,45457,3012,3038
1219609,2078,15,4964,42,4,45457,3012,3038
1219608,2078,15,2755,24,2,45457,3012,3038
1219607,2078,15,1520,21,1,45457,3012,3038
1219606,2078,15,958,22,1,45457,3012,3038
1219605,2078,15,1419,47,1,45457,3012,3038
1219604,2078,15,2410,27,2,45457,3012,3038
1219603,2078,15,1520,10,1,45457,3012,3038
1219602,2078,15,1554,67,1,45457,3012,3038
1219601,2078,15,2059,54,2,45457,3012,3038
1219600,2078,15,1292,11,1,45457,3012,3038
1219599,2078,15,870,0,1,45457,3012,3038
1219598,2078,15,891,6,1,45457,3012,3038
1219597,2078,15,1142,65,1,45457,3012,3038
1219596,2078,15,1464,25,1,45457,3012,3038
1219595,2078,15,1395,46,1,45457,3012,3038
1219594,2078,15,2617,39,2,45457,3012,3038
1219593,2078,15,2413,29,2,45457,3012,3038
1219592,2078,15,1696,28,1,45457,3012,3038
1219591,2078,15,3904,38,3,45457,3012,3038
1219590,2078,15,4441,40,4,45457,3012,3038
1219589,2078,15,7050,49,6,45457,3012,3038
1219588,2078,15,9345,34,8,45457,3012,3038
1219587,2078,15,6831,25,6,45457,3012,3038
1219586,2078,15,5949,33,5,45457,3012,3038
1219585,2078,15,3076,57,3,45457,3012,3038
1219584,2078,15,6883,40,6,45457,3012,3038
1219583,2078,15,2572,25,2,45457,3012,3038
1219582,2078,15,2254,25,2,45457,3012,3038
1219581,2078,15,1401,48,1,45457,3012,3038
1219580,2078,15,1280,45,1,45457,3012,3038
1219579,2078,15,438,0,0,45457,3012,3038
1217638,2078,14,194,100,0,45456,3023,3040
1217637,2078,14,3846,86,3,45456,3023,3040
1217636,2078,14,5130,42,4,45456,3023,3040
1217635,2078,15,5081,41,4,45456,3023,3040
1217634,2078,15,5251,47,4,45456,3023,3040
1217633,2078,15,8274,56,6,45456,3023,3040
1217632,2078,15,11405,54,9,45456,3023,3040
1217631,2078,15,8467,22,7,45456,3023,3040
1217630,2078,15,3214,48,3,45456,3023,3040
1217629,2078,15,2456,53,2,45456,3023,3040
1217628,2078,15,7941,62,6,45456,3023,3040
1217627,2078,15,5588,63,4,45456,3023,3040
1217626,2078,15,4778,74,4,45456,3023,3040
1217625,2078,15,3602,43,3,45456,3023,3040
1217624,2078,15,3508,63,3,45456,3023,3040
1217623,2078,15,3480,43,3,45456,3023,3040
1217622,2078,15,1166,79,1,45456,3023,3040
1217621,2078,15,2312,74,2,45456,3023,3040
1217620,2078,15,2574,53,2,45456,3023,3040
1217619,2078,15,2909,36,2,45456,3023,3040
1217618,2078,15,2789,40,2,45456,3023,3040
1217617,2078,15,2928,72,2,45456,3023,3040
1217616,2078,15,4027,72,3,45456,3023,3040
1217615,2078,15,6305,52,5,45456,3023,3040
1217614,2078,15,3402,74,3,45456,3023,3040
1217613,2078,15,5283,59,4,45456,3023,3040
1217612,2078,15,4717,45,4,45456,3023,3040
1217611,2078,15,1346,27,1,45456,3023,3040
1217610,2078,15,1967,60,2,45456,3023,3040
1217609,2078,15,1488,26,1,45456,3023,3040
1217608,2078,15,231,26,0,45456,3023,3040
